keep,university,openalex_id,doi,title,authors,affiliations,publication_year,cited_by_count,is_open_access,pdf_url,source,language,abstract,collected_on
no,UDCLV,W2086893842,https://doi.org/10.12694/scpe.v15i1.966,A Distributed Agent-based Decision Support for Cloud Brokering,Alba Amato; Salvatore Venticinque,"University of Campania ""Luigi Vanvitelli""",2014,5,True,https://www.scpe.org/index.php/scpe/article/download/966/402,Scalable Computing Practice and Experience,en,"In goal oriented problems, decision-making is a crucial aspect aiming at enhancing the ability to make decisions by full autonomous, or supervised software agents. Agents usually resolve a huge number of evaluations and decisions without the user intervention. Just the remaining uncertainty should be left to the user's attention. In this paper we present a complete constrained multi-objectives optimization problem, modeled as an agent based decision support systems, that helps to choose the Cloud proposals that best satisfy the needs of the user, among the ones offered by known vendors. In particular we focus on a distributed solution that exploits the multi-agents programming model and the Cloud elasticity to comply with computational requirements of delivering such brokering at Cloud service level.",2026-03-29
no,UDCLV,W3125620564,,Inverse Kinematics of a Stewart Platform,Relly Victoria Petrescu; Raffaella Aversa; Antonio Apicella; Samuel P. Kozaitis; Taher Abu-Lebdeh; Florian Ion Tiberiu Petrescu,"Universitatea Națională de Știință și Tehnologie Politehnica București; University of Campania ""Luigi Vanvitelli""; North Carolina Agricultural and Technical State University; Florida Institute of Technology",2018,5,True,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3184296,SSRN Electronic Journal,en,"The development and diversification of machines and mechanisms with applications in all fields require new scientific researches for the systematization and improvement of existing mechanical systems by creating new mechanisms adapted to modern requirements, which involve increasingly complex topological structures. The modern industry, the practice of designing and building machinery is increasingly based on the results of scientific and applied research. Each industrial achievement has backed theoretical and experimental computer-assisted research, which solves increasingly complex problems with advanced computing programs using an increasingly specialized software. The robotization of technological processes determines and influences the emergence of new industries, applications under special environmental conditions, the approach of new types of technological operations, manipulation of objects in the alien space, teleoperators in the top disciplines like medicine, robots covering a whole field greater service provision in our modern, computerized society. Movable, robotic, mechatronic mechanical systems have entered nearly all industrial spheres. Today, we can no longer conceive of industrial production without these extremely useful systems. They are still said to steal from people's jobs. Even so, it should be made clear that these systems create value, work in difficult, repetitive, non-pausing, high-quality work, without getting tired, without getting sick, without salary and producing value who are paid and people left without jobs, so that they can work elsewhere in more pleasant, more advantageous conditions, with the necessary breaks. Mechanical systems in motion type parallel structures are solid, fast and accurate. Between mobile systems parallel the best known and used system is that of a Stewart platforms, as being and the oldest system, quickly, solid and accurate. The paper presents a few main elements of the Stewart platforms. In the case where a motto element consists of a structure composed of two elements in a relative movement from the point of view of the train of propulsion and especially in the dynamic calculations, it is more convenient to represent the motto element as a single moving item. The paper presents an exact, original analytical geometry method for determining the kinematic and dynamic parameters of a parallel mobile structure. Compared with other methods already known, the presented method has the great advantage of being an exact analytical method of calculation and not one iterative-approximately.",2026-03-29
yes,UDCLV,W3128884508,https://doi.org/10.1088/1757-899x/1024/1/012019,Robotized assembly and inspection of composite fuselage panels: the LABOR project approach,Mario Caterino; Pasquale Chiacchio; Cristina Cristalli; Marcello Fera; Gaetano Lettera; Ciro Natale; Matteo Nisi,"University of Campania ""Luigi Vanvitelli""; University of Salerno; Loccioni (Italy)",2021,5,True,https://doi.org/10.1088/1757-899x/1024/1/012019,IOP Conference Series Materials Science and Engineering,en,"Abstract The aerospace manufacturing is looking at ways to change their production processes in order to improve costs, flexibility and efficiency. The LABOR project, acronym for Lean robotized AssemBly and cOntrol of composite aeRostructures , aims at introducing robotic solutions for the assembly line of fuselage panels adopting medium size robots equipped with smart tools, Human Robot collaboration approach and a distributed software architecture. The system consists of a jig that holds the panel to be assembled, two 6-axis robots mounted on moving platforms in order to reach the whole panel and real time measurements to perform the quality control of the assembled components. The cell automatically performs the referencing of the robot working area on the basis of the recognition of geometric features of the parts to be coupled (edges, holes, etc.) through the use of 3D smart inspection tools. After the ”one shot” drilling and countersinking operations, the hole is processed to guarantee a high standard of the process. Installation and sealing of the fastener complete the working cycle. Furthermore, an advanced multimodal perception system monitors the collaborative workspace in real time for safe human-robot collaboration (HRC) tasks. The project started in March 2018 as part of the European Clean Sky 2 research program. Three partners – LOCCIONI, UNICAMPANIA and UNISA – are developing the prototype cell in collaboration with LEONARDO S.P.A. that is the Topic Manager.",2026-03-29
yes,UDCLV,W3184812834,https://doi.org/10.1109/access.2021.3098472,Vision-Based Robotic Solution for Wire Insertion With an Assigned Label Orientation,Pasquale Cirillo; Gianluca Laudante; Salvatore Pirozzi,"University of Campania ""Luigi Vanvitelli""",2021,5,True,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09490630.pdf,IEEE Access,en,"This paper tackles the problem of wire insertion in switchgear assembly according to the current regulations. In particular, the wire connections require that the wire label has to be oriented facing up in order to simplify and speed up testing and maintenance of the switchgear. The proposed approach exploits the a priori knowledge of the scenario with a calibrated RGB camera and a robotic arm to estimate both wire end pose and label position. The procedure combines several techniques (gradient base, trained classifier and stereo vision) to elaborate standard images in order to extract some wire features related to its shape and label. Specific frames are fixed according to estimated features and then used to correctly complete the task by using a robotic system. Experiments are reported to verify the effectiveness of the proposed approach.",2026-03-29
no,UDCLV,W3007890741,https://doi.org/10.1002/masy.201900098,Composite Parts Assembly Operational Improvements,Alessandro Greco; Francesco Caputo; Mario Caterino; Sara D’Ambra; Marcello Fera; Elena Laudante,"University of Campania ""Luigi Vanvitelli""",2020,5,False,,Macromolecular Symposia,en,"Abstract In the era of Industry 4.0, automation plays a key role in improving manufacturing production processes in terms of working times, accuracy of operations, products’ quality, and so on. With focus on the working tasks on composite components, drilling and riveting operations require particular attention due to the possibility of damage to the final product, especially when they are executed manually. To reduce these kinds of risks, the introduction of a robot in the working area could represent an improvement to speed up the processes and to ensure a better quality result. It is worth noting that human intervention remains necessary for carrying out a part of the sub‐tasks, especially in the case of composite assembly procedures. This paper aims at presenting a case study about the drilling and riveting operations on a composite aircraft fuselage whose working cell is characterized by the coexistence of a human and a robot. Moreover, the implementation of a numerical simulation allows validating the working cycle and the adopted solutions in terms of ergonomic performance.",2026-03-29
no,UDCLV,W4394758762,https://doi.org/10.1590/s1677-5538.ibju.2024.0117,Robotic salvage partial nephrectomy following surgical and ablative therapies,Carol L. Feng; Antonio Franco; Francesco Ditonno; Celeste Manfredi; Alexander K. Chow; Riccardo Autorino,"University of Verona; University of Campania ""Luigi Vanvitelli""; Rush University Medical Center",2024,4,True,https://www.scielo.br/j/ibju/a/kRqK3hJyhwwCxQPVNy4MnRH/?lang=en&format=pdf,International braz j urol,en,"Salvage robotic partial nephrectomy should be considered as a feasible treatment option after failure of initial therapy-surgical or ablative. A salvage procedure is often more challenging than its standard therapy-naïve counterpart due to development of dense inflammation after previous interventions. Despite this, robotic partial nephrectomies in the salvage setting can be safely carried out with good surgical outcomes, particularly when utilizing intraoperative ultrasound to identify tumor margins and key anatomy.",2026-03-29
yes,UDCLV,W4410320903,https://doi.org/10.3390/jcm14103390,Current Trends and Future Directions in Lumbar Spine Surgery: A Review of Emerging Techniques and Evolving Management Paradigms,Gianluca Galieri; Vittorio Orlando; Roberto Altieri; Manlio Barbarisi; Alessandro Olivi; Giovanni Sabatino; Giuseppe La Rocca,"Agostino Gemelli University Polyclinic; University of Campania ""Luigi Vanvitelli""; Istituti di Ricovero e Cura a Carattere Scientifico",2025,4,True,https://www.mdpi.com/2077-0383/14/10/3390/pdf?version=1747125635,Journal of Clinical Medicine,en,"<b>Background/Objectives</b>: Lumbar spine surgery has undergone significant technological transformation in recent years, driven by the goals of minimizing invasiveness, improving precision, and enhancing clinical outcomes. Emerging tools-including robotics, augmented reality, computer-assisted navigation, and artificial intelligence-have complemented the evolution of minimally invasive surgical (MIS) approaches, such as endoscopic and lateral interbody fusions. <b>Methods</b>: This systematic review evaluates the literature from February 2020 to February 2025 on technological and procedural innovations in LSS. Eligible studies focused on degenerative lumbar pathologies, advanced surgical technologies, and reported clinical or perioperative outcomes. Randomized controlled trials, comparative studies, meta-analyses, and large case series were included. <b>Results</b>: A total of 32 studies met the inclusion criteria. Robotic-assisted surgery demonstrated high accuracy in pedicle screw placement (~92-94%) and reduced intraoperative blood loss and radiation exposure, although long-term clinical outcomes were comparable to conventional techniques. Intraoperative navigation improved instrumentation precision, while AR enhanced ergonomic workflow and reduced surgeon distraction. AI tools showed promise in surgical planning, guidance, and outcome prediction but lacked definitive evidence of clinical superiority. MIS techniques-including endoscopic discectomy and MIS-TLIF-offered reduced blood loss, shorter hospital stays, and faster recovery, with equivalent pain relief, fusion rates, and complication profiles compared to open procedures. Lateral and oblique approaches (XLIF/OLIF) further optimized alignment and indirect decompression, with favorable perioperative metrics. <b>Conclusions</b>: Recent innovations in lumbar spine surgery have enhanced technical precision and perioperative efficiency without compromising patient outcomes. While short-term benefits are clear, long-term clinical advantages and cost-effectiveness require further investigation. Integration of robotics, navigation, AI, and MIS into spine surgery reflects an ongoing shift toward personalized, data-driven, and less invasive care.",2026-03-29
no,UDCLV,W4400320384,https://doi.org/10.3390/medicina60071095,Which Is the Best Surgical Approach for Female-to-Male Sexual Reassignment? A Systematic Review of Hysterectomy and Salpingo-Oophorectomy Options from the Gynecological Perspective,Mattia Dominoni; Andrea Gritti; Martina Rita Pano; Lucia Sandullo; Rossella Papa; Marco Torella; Bárbara Gardella,"University of Pavia; University of Campania ""Luigi Vanvitelli""; Policlinico San Matteo Fondazione; Istituti di Ricovero e Cura a Carattere Scientifico",2024,4,True,https://www.mdpi.com/1648-9144/60/7/1095/pdf?version=1720086569,Medicina,en,"<i>Background and Objectives</i>: Transgender people are defined as individuals whose gender identity does not entirely match their sex assigned at birth. Gender surgery typically represents the conclusive and irreversible step in the therapeutic process, especially for the impact on the reproductive sphere. The increased awareness of gender dysphoria and the expanding array of medical and surgical options, including minimally invasive techniques, contribute to the gradual increase in the social impact of transgender surgery. There are several surgical techniques for ""gender assignment"", such as vaginal, laparotomic, laparoscopic, and robotic, and the novel approach of vaginal natural orifice transluminal endoscopic surgery to perform a hysterectomy and bilateral salpingo-oophorectomy (BSO). The purpose of this review is to assess the various surgical approaches (hysterectomy and salpingo-oophorectomy) for gender reassignment in order to determine the best option in clinical practice for the female-to-male population in terms of surgical outcomes such as operative time, surgical complication, hospital discharge, postoperative pain, and bleeding. <i>Materials and Methods</i>: This systematic review includes studies from 2007 to 2024. Special consideration was given to articles documenting the characteristics and management of female-to-male reassignment surgery. Finally, eight papers were included in this review. <i>Results</i>: The literature analysis considered surgical techniques ranging from traditional surgery to innovative methods like vaginal natural orifice transluminal endoscopic surgery and robotic-assisted laparoscopic hysterectomy. Vaginal natural orifice transluminal endoscopic surgery and the robotic approach offer potential benefits such as reduced postoperative pain and shorter hospital stays. While vaginal natural orifice transluminal endoscopic surgery may encounter challenges due to narrow access and smaller vaginal dimensions, robotic single-site hysterectomy may face instrument conflict. <i>Conclusions</i>: The conventional laparoscopic approach remains widely used, demonstrating safety and efficacy. Overall, this review underscores the evolving landscape of surgical techniques for gender affirmation and emphasizes the necessity for personalized approaches to meet the specific needs of transgender patients.",2026-03-29
yes,UDCLV,W4401921055,https://doi.org/10.3390/robotics13090127,Experimental Comparison of Two 6D Pose Estimation Algorithms in Robotic Fruit-Picking Tasks,Alessio Benito Alterani; Marco Costanzo; Marco De Simone; Sara M. Federico; Ciro Natale,"University of Campania ""Luigi Vanvitelli""",2024,4,True,https://www.mdpi.com/2218-6581/13/9/127/pdf?version=1724686940,Robotics,en,"This paper presents an experimental comparison between two existing methods representative of two categories of 6D pose estimation algorithms nowadays commonly used in the robotics community. The first category includes purely deep learning methods, while the second one includes hybrid approaches combining learning pipelines and geometric reasoning. The hybrid method considered in this paper is a pipeline of an instance-level deep neural network based on RGB data only and a geometric pose refinement algorithm based on the availability of the depth map and the CAD model of the target object. Such a method can handle objects whose dimensions differ from those of the CAD. The pure learning method considered in this comparison is DenseFusion, a consolidated state-of-the-art pose estimation algorithm selected because it uses the same input data, namely, RGB image and depth map. The comparison is carried out by testing the success rate of fresh food pick-and-place operations. The fruit-picking scenario has been selected for the comparison because it is challenging due to the high variability of object instances in appearance and dimensions. The experiments carried out with apples and limes show that the hybrid method outperforms the pure learning one in terms of accuracy, thus allowing the pick-and-place operation of fruits with a higher success rate. An extensive discussion is also presented to help the robotics community select the category of 6D pose estimation algorithms most suitable to the specific application.",2026-03-29
no,UDCLV,W2808785245,https://doi.org/10.3844/ajeassp.2018.881.890,Presentation of the Mechanism in the Cross,Florian Ion Tiberiu Petrescu; Taher Abu-Lebdeh; Antonio Apicella,"University of Campania ""Luigi Vanvitelli""; North Carolina Agricultural and Technical State University; University of Bucharest",2018,4,True,http://thescipub.com/pdf/10.3844/ajeassp.2018.881.890,American Journal of Engineering and Applied Sciences,en,"&lt;p&gt;The cross-machine has frequent uses in mechanical assemblies, automation, robotics and mechanisms with various uses. In the present paper we want to present this type of mechanism with its main, geometric, cinematic, strengths and propose its study in its possible use as an internal combustion engine. In this novelty, the mechanism will have two types of operation, one when operated from the crank (a compressor operation) and another when actuated from the piston (a motor operation). The forces will be presented along with their distribution (how the forces are distributed from one element to the other) in both modes of operation, compressor and engine.&lt;/p&gt;",2026-03-29
no,UDCLV,W1647530793,https://doi.org/10.1109/mmar.2015.7284034,Customization of low-cost hexapod robots based on optimal design through inverse dynamics computation,Pasquale Cirillo; Giuseppe De Maria; Ciro Natale,"University of Campania ""Luigi Vanvitelli""",2015,4,False,,,en,"The Stewart parallel mechanism is used in various applications due to its high load-carrying capacity, accuracy and stiffness, such as flight simulation, spaceship aligning, radar and satellite antenna orientation, rehabilitation applications, parallel machine tools. The dissemination of such parallel robots is however limited by three factors: the limited workspace, the singularity configurations existing inside the workspace, and the high cost. In this work, a simulation environment to support the design of a cost-effective Stewart Platform-based mechanisms for specific applications and to facilitate the choice of suitable components, e.g., linear actuators, plate sizes, is presented. The optimal design here presented has multiple objectives. It intends to maximize the payload and minimize the forces at each leg needed to counteract external forces applied to the mobile platform during positioning or manufacturing applications. These objectives can be achieved through a dynamic optimization. It also aims at avoiding reduction of the robot workspace through a kinematic optimization.",2026-03-29
no,UDCLV,W4298112282,https://doi.org/10.1109/ro-man53752.2022.9900850,Android Robots vs Virtual Agents: which system differently aged users prefer?,Claudia Greco; Terry Amorese; Marialucia Cuciniello; Gennaro Cordasco; Anna Esposito,"University of Campania ""Luigi Vanvitelli""",2022,4,False,,2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),en,"The growing presence of robots in our daily life brings out the need to develop systems that are ever more user-friendly, considering users' needs and preferences. This is necessary in particular when robots are developed to be introduced into welfare settings. For this reason, a study is proposed with the aim to investigate differently aged (young, middle-aged, and seniors) potential users' assessment of male android robots as opposed to male virtual agents, in order to compare interactive systems characterized by different levels of embodiment. 180 participants joined the experiment, which consisted of watching video clips depicting android robots and virtual agents, and subsequently fulfilling the RAQ (Robot Acceptance Questionnaire) and the VAAQ (Virtual Agent Acceptance Questionnaire). Results highlighted substantial differences in robots and agents' assessment, differences which seem to be affected by participants' age, as well.",2026-03-29
no,UDCLV,W4399540431,https://doi.org/10.23736/s1973-9087.24.08451-x,A three-year update on guidelines for upper limb robotic rehabilitation after stroke,Alex Martino Cinnera; Angela Palomba; Matteo Paci; Dario Marino; Giuseppe La Rosa; Francesca Gimigliano; Sofía Straudi; Giovanni Morone,"Azienda Usl Toscana Centro; Fondazione Santa Lucia; University of Ferrara; University of Naples Federico II; University of Campania ""Luigi Vanvitelli""; University of Florence; Regione Siciliana; Istituti di Ricovero e Cura a Carattere Scientifico; University of L'Aquila",2024,4,True,https://doi.org/10.23736/s1973-9087.24.08451-x,European Journal of Physical and Rehabilitation Medicine,en,-----,2026-03-29
no,UDCLV,W3005817519,https://doi.org/10.1145/3371382.3378352,A Preparatory Study for Measuring Engagement in Pediatric Virtual and Robotics Rehabilitation Settings,Elena Dell’Aquila; Gianpaolo Maggi; Daniela Conti; Silvia Rossi,"University of Campania ""Luigi Vanvitelli""; Sheffield Hallam University; University of Naples Federico II",2020,4,False,,,en,"The rehabilitation intervention in children with motor or cognitive impairments requires to be effectively measured in terms of engagement to understand the effects of the rehabilitation process and to enable more targeted interventions leading to improved experiences for both children and rehabilitation therapists. Indeed, the rehabilitation practice may be enhanced by attending to the client's signals of engagement in therapy. In this paper, we present the results of the validation of the PARE scale (Pediatric Assessment of Rehabilitation Engagement) that was designed to capture the dimensions of affective, cognitive, and behavioral engagement in the interaction of clients-rehabilitation providers. Results showed that the scale can be effectively used for the measurement of the different components of engagement in intervention settings to support therapeutic virtual scenarios or the application of robots to treat motor and cognitive impairments.",2026-03-29
no,UDCLV,W4214834665,https://doi.org/10.1007/s13304-022-01264-y,Feasibility and usability of a regional hub model for colorectal cancer services during the COVID-19 pandemic,Filipe Carvalho; Ailín C. Rogers; Tou-Pin Chang; Yinshan Chee; Dhivya Subramaniam; Gianluca Pellino; Katy Hardy; Christos Kontovounisios; Paris Tekkis; Shahnawaz Rasheed; London Colorectal Cancer Hub Network Collaborators; A Karim; Alice Chung; A Ramwell; R Hagger; Nicholas P. West; L Toquero; Amit Gupta; Paul Toomey; Anand Raja; Nikhil Pawa; Sarah Mills; Oliver Warren; Christopher R. Nicolay; B Thava; Najib Daulatzai; Ian Jenkins; Danilo Mišković; Elaine M. Burns; A Antoniou; Tulika Mehta Agarwal; N. Sinha; Alistair Slesser; A Prabhudesai; Y A MohsenMyers; S.J. Harris; S Mohamed; Muti Abulafi; Arun Shanmuganandan; J Dellen,"Vall d'Hebron Hospital Universitari; Royal Marsden Hospital; Chelsea and Westminster Hospital NHS Foundation Trust; Imperial College London; University of Campania ""Luigi Vanvitelli""; Royal Marsden NHS Foundation Trust",2022,4,True,https://link.springer.com/content/pdf/10.1007/s13304-022-01264-y.pdf,Updates in Surgery,en,"The outbreak of the COVID-19 pandemic produced unprecedented challenges, at a global level, in the provision of cancer care. With the ongoing need in the delivery of life-saving cancer treatment, the surgical management of patients with colorectal cancer required prompt significant transformation. The aim of this retrospective study is to report the outcome of a bespoke regional Cancer Hub model in the delivery of elective and essential colorectal cancer surgery, at the height of the first wave of the COVID-19 pandemic. 168 patients underwent colorectal cancer surgery from April 1st to June 30th of 2020. Approximately 75% of patients operated upon underwent colonic resection, of which 47% were left-sided, 34% right-sided and 12% beyond total mesorectal excision surgeries. Around 79% of all resectional surgeries were performed via laparotomy, and the remainder 21%, robotically or laparoscopically. Thirty-day complication rate, for Clavien-Dindo IIIA and above, was 4.2%, and 30-day mortality rate was 0.6%. Re-admission rate, within 30 days post-discharge, was 1.8%, however, no patient developed COVID-19 specific complications post-operatively and up to 28 days post-discharge. The established Cancer Hub offered elective surgical care for patients with colorectal cancer in a centralised, timely and efficient manner, with acceptable post-operative outcomes and no increased risk of contracting COVID-19 during their inpatient stay. We offer a practical model of care that can be used when elective surgery ""hubs"" for streamlined delivery of elective care needs to be established in an expeditious fashion, either due to the COVID-19 pandemic or any other future pandemics.",2026-03-29
no,UDCLV,W4415237477,https://doi.org/10.1007/s00384-025-05003-8,2025 Delphi consensus on robotic ventral mesh rectopexy,"Carlo Alberto Schena; Simona Ascanelli; Ugo Grossi; Gaetano Gallo; Francesco Marchegiani; Aleix Martínez‐Pérez; Gaetano Pavone; Danila Azzolina; Michel Adamina; Paolo Bianchi; Gabriele Bislenghi; Andrea Braini; Maria Clotilde Carrà; Valerio Celentano; Andrea Coratti; Francesca Da Pozzo; Paola De Nardi; Veronica De Simone; André D’Hoore; Eloy Espín; Alfredo Genovese; Jim Khan; Leonardo Lenisa; Jacopo Martellucci; Ruby Martinello; Michele Masetti; Marco Milone; Gabriele Naldini; Gianluca Pellino; Pierpaolo Sileri; Angelo Stuto; Pasquale Talento; Mario Testini; Alfredo Tonsi; Carlo Ratto; Nicola de’Angelis; on behalf of the Italian Club of Robotic Surgery (ICORS), the Società Italiana di Chirurgia Colo-Rettale (SICCR), and the Società Italiana Unitaria di ColoProctologia (SIUCP); Isabella Dall’Oco Tundo; Marta Goglia; Giorgio La Greca; Aurora Marotta; Angelo Alessandro Marra; Valentina Sani","San Raffaele University of Rome; Azienda Ospedaliero-Universitaria Careggi; University of Bari Aldo Moro; University Hospital of Bern; Hospital Universitario Doctor Peset; Royal Sussex County Hospital; KU Leuven; Istituto di Ricovero e Cura a Carattere Scientifico San Raffaele; University of Fribourg; AOL (United States); Chelsea and Westminster Hospital; University of Campania ""Luigi Vanvitelli""; Portsmouth Hospitals NHS Trust; Collegium Medicum in Bydgoszcz; Sacmi (Italy); Vita-Salute San Raffaele University; University of Padua; University of Naples Federico II; Universitat Autònoma de Barcelona; Istituti di Ricovero e Cura a Carattere Scientifico; Ospedale Generale Regionale Francesco Miulli; Fondazione Poliambulanza Istituto Ospedaliero; Fatebenefratelli Hospital; University of Ferrara; Hôpital Beaujon; IRCCS Policlinico San Donato; Assistance Publique – Hôpitaux de Paris; Policlinico Abano Terme; Universitat de València; Ospedale Misericordia - Grosseto; Humanitas University; Azienda Unità Sanitaria Locale di Ferrara; Université Paris Cité; Imperial College London; Azienda Sanitaria Unità Locale di Reggio Emilia; Union des Industries Ferroviaires Européennes",2025,3,True,https://doi.org/10.1007/s00384-025-05003-8,International Journal of Colorectal Disease,en,"This consensus provides a structured, consensus-based framework for clinicians and surgeons trying to address the complexities of RVMR and promote standardization and quality improvement in RP management, while acknowledging that the underlying evidence remains largely low-quality.",2026-03-29
yes,UDCLV,W3136510087,https://doi.org/10.24310/eviternare.vi9.11459,Smart cities and robotic technologies for a model of integrated growth,Elena Laudante,"University of Campania ""Luigi Vanvitelli""; Sociedad Española de Cuidados Intensivos Pediátricos",2021,3,True,https://revistas.uma.es/index.php/eviterna/article/download/11459/12666,Revista Eviterna,en,"The paper focuses on the importance of robotics and artificial intelligence inside of the new urban contexts in which it is possible to consider and enhance the different dimensions of quality of life such as safety and health, environmental quality, social connection and civic participation. Smart technologies help cities to meet the new challenges of society, thus making them more livable, attractive and responsive in order to plan and to improve the city of the future. In accordance with the Agenda 2030 Program for sustainable development that intends the inclusive, safe, resilient and sustainable city, the direction of growth and prosperity of urban environments is pursued by optimizing the use of resources and respecting the environment. In the current society, robotic technology is proposed as a tool for innovation and evolution in urban as well as industrial and domestic contexts. On the one hand the users-citizens who participate dynamically in the activities and on the other the new technological systems integrated in the urban fabric. Existing urban systems that are “amplified” of artificial and digital intelligence and give life to smart cities, physical places that allow new forms of coexistence between humans and robots in order to implement the level of quality of life and define “human centered” innovative solutions and services thus responding to the particular needs of people in an effective and dynamic way. The current city goes beyond the definition of smart city. In fact, as said by Carlo Ratti, it becomes a ""senseable city"", a city capable of feeling but also sensitive and capable of responding to citizens who define the overall performance of the city. The multidisciplinary approach through the dialogue between designers, architects, engineers and urban planners will allow to face the new challenges through the dynamics of robot integration in the urban landscape. The cities of the future, in fact, will be pervaded by autonomous driving vehicles, robotized delivery systems and light transport solutions, in response to the new concept of smart mobility, on a human scale, shared and connected mobility in order to improve management and control of the digitized and smart city. Automation at constant rates as the keystone for urban futures and new models of innovative society. Through the identification of representative case studies in the field of innovative systems it will be possible to highlight the connections between design, smart city and ""urban"" robotics that will synergically highlight the main ""desirable"" qualities of life in the city as a place of experimentation and radical transformations. In particular, parallel to the new robotic solutions and human-robot interactions, the design discipline will be responsible for designing the total experience of the user who lives in synergy with the robots, thus changing the socio-economic dynamics of the city.",2026-03-29
no,UDCLV,W4387191032,https://doi.org/10.1016/j.ajur.2023.08.006,Hyper accuracy three-dimensional virtual anatomical rainbow model facilitates surgical planning and safe selective clamping during robot-assisted partial nephrectomy,Francesco Ditonno; Antonio Franco; Celeste Manfredi; Daniele Amparore; Enrico Checcucci; Marco De Sio; Alessandro Antonelli; Cosimo De Nunzio; Cristian Fiori; Francesco Porpiglia; Riccardo Autorino,"Ospedale San Luigi Gonzaga; Azienda Ospedaliera Universitaria Integrata Verona; University of Turin; University of Verona; University of Campania ""Luigi Vanvitelli""; Rush University; Azienda Ospedaliera Sant'Andrea",2023,3,True,https://doi.org/10.1016/j.ajur.2023.08.006,Asian journal of urology,en,"The present study and the attached video illustrate the value of 3D rainbow model during the planning and execution of a RAPN with selective clamping. It shows how the surgeon can rely on this model to be more efficient by avoiding unnecessary surgical steps, and to safely adopt a ""selective"" clamping strategy that can translate in minimal functional impact.",2026-03-29
yes,UDCLV,W4409261271,https://doi.org/10.1109/taffc.2025.3558141,Exploring Emotion Expression Recognition in Older Adults Interacting With a Virtual Coach,Cristina Palmero; Mikel deVelasco; Mohamed Amine Hmani; Aymen Mtibaa; Leila Ben Letaifa; Pau Buch-Cardona; Raquel Justo; Terry Amorese; Eduardo González–Fraile; B. Fernández-Ruanova; Jofre Tenorio‐Laranga; Anna Torp Johansen; Micaela Rodrigues da Silva; Liva J. Martinussen; Maria Stylianou Korsnes; Gennaro Cordasco; Anna Esposito; Mounîm A. El‐Yacoubi; Dijana Petrovska‐Delacrétaz; M. Inés Torres; Sérgio Escalera,"Universitat de Barcelona; Universidad Internacional De La Rioja; Barcelona Supercomputing Center; University of Campania ""Luigi Vanvitelli""; Azienda Ospedaliera Universitaria Università degli Studi della Campania Luigi Vanvitelli; Computer Vision Center; Oslo University Hospital; University of the Basque Country; Institut Polytechnique de Paris",2025,3,True,https://doi.org/10.1109/taffc.2025.3558141,IEEE Transactions on Affective Computing,en,"The EMPATHIC project aimed to design an emotionally expressive virtual coach capable of engaging healthy seniors to improve well-being and promote independent aging. In particular, the system's human sensing capabilities allow for the perception of emotional states to provide a personalized experience. This paper outlines the development of the emotion expression recognition module of the virtual coach, encompassing data collection, annotation design, and a first methodological approach, all tailored to the project requirements. With the latter, we investigate the role of various modalities, individually and combined, for discrete emotion expression recognition in this context: speech from audio, and facial expressions, gaze, and head dynamics from video. The collected corpus includes users from Spain, France, and Norway, and was annotated separately for the audio and video channels with distinct emotional labels, allowing for a performance comparison across cultures and label types. Results confirm the informative power of the modalities studied for the emotional categories considered, with multimodal methods generally outperforming others (around 68% accuracy with audio labels and 72-74% with video labels). The findings are expected to contribute to the limited literature on emotion recognition applied to older adults in conversational human-machine interaction, and guide the development of future systems.",2026-03-29
no,UDCLV,W4403241919,https://doi.org/10.1016/j.ifacol.2024.09.096,Human Robot-Interaction: a conceptual framework for task performance analysis,Valentina Di Pasquale; Paola Farina; Marcello Fera; Salvatore Gerbino; Salvatore Miranda; Marta Rinaldi,"University of Campania ""Luigi Vanvitelli""; University of Salerno",2024,3,True,https://doi.org/10.1016/j.ifacol.2024.09.096,IFAC-PapersOnLine,en,"Human-robot interaction (HRI) is one of the most promising technologies in academic, social, and industrial contexts. Many industries consider HRI as an opportunity to combine the precision, repeatability, and speed of robotic automation with the human’s flexibility, ability, and inclination to problem-solving. Nevertheless, human-centred factors and their impact on performance are still underestimated in this research area resulting in an important research and application gap. This paper addresses this gap by developing a conceptual framework that identifies and combines several key elements from the human-centred and system-centred design paradigms. The aim is to support the design and implementation of human-centred working environments that consider human roles and well-being while maintaining high production performances. This can improve the digital transition to Industry 5.0 enabling the combination of two visions and avoiding the risk of implementing HRI without attention to human factors. This study will contribute to assist practitioners and researchers in identifying the relevant elements to evaluate performance in HRI systems.",2026-03-29
