openalex_id	university	title	keep	pdf_url	status	detail	timestamp
W4285409253	USPN	Intelligent Aerial-Ground Surveillance and Epidemic Prevention with Discriminative Public and Private Services	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107527
W3072201153	USPN	Behavioural variability among captive African elephants in the use of the trunk while feeding	no	https://peerj.com/articles/9678.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107533
W4386957833	USPN	Upright patient positioning for gantry-free breast radiotherapy: feasibility tests using a robotic chair and specialised bras	no	https://www.frontiersin.org/articles/10.3389/fonc.2023.1250678/pdf?isPublishedV2=False	SKIPPED	keep != yes	2026-03-29T13:46:10.107542
W4315703142	USPN	Objective quality assessment of medical images and videos: review and challenges	no	https://link.springer.com/content/pdf/10.1007/s11042-024-20292-x.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107549
W2819134329	USPN	Détection automatique, description linguistique et suivi des néologismes en corpus : point d'étape sur les tendances du français contemporain	no	https://www.shs-conferences.org/articles/shsconf/pdf/2018/07/shsconf_cmlf2018_08002.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107557
W4210619689	USPN	Building Squares with Optimal State Complexity in Restricted Active Self-Assembly	no	https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.SAND.2022.6	SKIPPED	keep != yes	2026-03-29T13:46:10.107565
W3205300795	USPN	Switching models and control of Petri Nets with shared resources under marking constraints	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107575
W4391113119	USPN	Reconfigurable UAV-aided 3D sustainable surveillance in classified air-spaces	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107580
W4391957300	USPN	High-Throughput Bacteriophage Testing with Potency Determination: Validation of an Automated Pipetting and Phage Drop-Off Method	no	https://www.mdpi.com/2227-9059/12/2/466/pdf?version=1708425987	SKIPPED	keep != yes	2026-03-29T13:46:10.107585
W4233699585	USPN	Thoracic surgery in France	no	https://jtd.amegroups.com/article/viewFile/62552/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107591
W2901411806	USPN	Motorized scope positioner for solo thoracoscopic surgery	no	https://doi.org/10.21037/vats.2018.11.01	SKIPPED	keep != yes	2026-03-29T13:46:10.107598
W2148884131	USPN	Corpus issus du Web : constitution et analyse informationnelle	no	http://www.erudit.org/fr/revues/rql/2003-v32-n1-rql1022/012246ar.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107603
W2921553744	USPN	Intelligence artificielle et décisions juridictionnelles	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107611
W4390734011	USPN	Offline and online energy-efficient monitoring of scattered uncertain logs using a bounding model	no	https://lmcs.episciences.org/12859/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107616
W4401974962	USPN	Application of the Finite Element Method (FEM) to Analyze the Mechanical Behavior of Piezoelectric Materials When an Electric Field Is Applied to a Piezoelectric Structure (Inverse Piezoelectricity)	no	https://www.mdpi.com/2673-4591/67/1/13/pdf?version=1724125382	SKIPPED	keep != yes	2026-03-29T13:46:10.107621
W3138944983	USPN	A Distributed Anticipatory Life- Enhancing Recovery Approach for Unmanned Aerial Vehicular Networks	no	https://hal.science/hal-04018743/document	SKIPPED	keep != yes	2026-03-29T13:46:10.107628
W4282968959	USPN	Human Head and Neck Kinematics during Autonomous and Human Braking in Three Initial Head Positions	no	http://hdl.handle.net/10985/22176	SKIPPED	keep != yes	2026-03-29T13:46:10.107634
W4380318821	USPN	MoULDyS: Monitoring of autonomous systems in the presence of uncertainties	no	https://arxiv.org/pdf/2407.17201	SKIPPED	keep != yes	2026-03-29T13:46:10.107639
W2096267795	USPN	Could interactions beetween puppies, Canis familiaris, and a dog-robot (aibo, sony©) during a short meeting predict further interactions between these dogs and conspecifics?	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107644
W2354136305	USPN	A Concept of Dynamically Reconfigurable Real-time Vision System for Autonomous Mobile Robotics	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107650
W3110478162	USPN	Cancer de la prostate et chirurgie robot-assistée	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107655
W3203761324	USPN	Equational Model Guided by Real-time Sensor Data to Monitor Industrial Robots	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107664
W4225592307	USPN	Global Modernity from Coloniality to Pandemic	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107668
W4402970233	USPN	Socially assistive robots for eldercare. Habilitating and prosthetic strategies in the emergence of innovation in long-term care facilities for older adults	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107673
W4412374197	USPN	Distributed fault-tolerant control approach for discrete event systems using timed automata with guards: application to an electric power network	no	https://link.springer.com/content/pdf/10.1007/s40435-025-01704-8.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107679
W4415251107	USPN	M3ET: Efficient Vision-Language Learning for Robotics based on Multimodal Mamba-Enhanced Transformer	no	https://arxiv.org/pdf/2509.18005	SKIPPED	keep != yes	2026-03-29T13:46:10.107685
W4416281270	USPN	A Human-Robot Interaction Platform for Intraoral Dental Scan	no	https://hal.science/hal-05304473/document	SKIPPED	keep != yes	2026-03-29T13:46:10.107691
W7130725734	USPN	M3ET: Efficient Vision-Language Learning for Robotics based on Multimodal Mamba-Enhanced Transformer	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107696
W4412069885	USPN	Beyond the reverse product cycle: An exploration of the digital, social and spatial transformation of libraries	no	https://doi.org/10.1016/j.respol.2025.105297	SKIPPED	keep != yes	2026-03-29T13:46:10.107701
W2586027259	USPN	Controlling Actions and Time in Parametric Timed Automata	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107707
W2914000830	USPN	Parametric Analyses of Attack-Fault Trees	no	https://arxiv.org/pdf/1902.04336	SKIPPED	keep != yes	2026-03-29T13:46:10.107711
W1995027707	USPN	hTracker: Towards a service provider oriented Peer-to-Peer architecture	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107716
W4385991471	USPN	Camouflage-based location privacy preserving scheme in vehicular ad hoc networks	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107720
W4393300573	USPN	Temporal Logic Formalisation of ISO 34502 Critical Scenarios: Modular Construction with the RSS Safety Distance	no	https://dl.acm.org/doi/pdf/10.1145/3605098.3636014	SKIPPED	keep != yes	2026-03-29T13:46:10.107725
W3098405735	USPN	Unmanned aerial vehicle with underlaid device-to-device communications:performance and tradeoffs	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107731
W2797042082	USPN	Designing UAV Surveillance Frameworks for Smart City and Extensive Ocean with Differential Perspectives	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107741
W2895882341	USPN	A Collision-Free Surveillance System Using Smart UAVs in Multi Domain IoT	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107746
W4394586120	USPN	Secure Communication in UAV–RIS-Empowered Multiuser Networks: Joint Beamforming, Phase Shift, and UAV Trajectory Optimization	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107751
W2806613708	USPN	Drone-Based Antenna Array for Service Time Minimization in Wireless Networks	no	https://hal.science/hal-01923666	SKIPPED	keep != yes	2026-03-29T13:46:10.107758
W2755319866	USPN	Bio-Inspired on Demand Routing Protocol for Unmanned Aerial Vehicles	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107763
W2808312638	USPN	Drones path planning for WSN data gathering: A column generation heuristic approach	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107767
W3013402202	USPN	An Energy-Efficient Collaborative Scheme for UAVs and VANETs for Dissemination of Real-Time Surveillance Data on Highways	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107772
W3131377498	USPN	UAVs-Based Mobile Radars for Real-Time Highways Surveillance	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107909
W2763989229	USPN	Age-specific olfactory attraction between Western honey bee drones (Apis mellifera) and its chemical basis	no	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0185949&type=printable	SKIPPED	keep != yes	2026-03-29T13:46:10.107916
W2783718046	USPN	On collision-free reinforced barriers for multi domain IoT with heterogeneous UAVs	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107922
W2584802818	USPN	Unmanned Aerial Vehicles path planning for area monitoring	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107927
W4389041664	USPN	UAV-Assisted Mesh Network for Emergency Communication in Disaster Areas	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107931
W4317418805	USPN	PSO-OLSR: A Particle Swarm Optimization based Proactive Routing Protocol for UAV Networks	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107939
W2802449968	USPN	Multi-Channel Cognitive Radio Ad Hoc Networks	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107944
W2980267855	USPN	Energy-Efficient Associations for IoT networks with UAV	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107948
W3010443440	USPN	UAV for Energy-Efficient IoT Communications: Matching Game Approach	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107952
W3013709961	USPN	A Simple Proactive Routing Protocol with Multiple Base Stations Deployment for Unmanned Aerial Vehicular Networks	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107958
W2601988979	USPN	Parameter optimization for defeating blind interception in drone protection	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107963
W3180062496	USPN	A 3D MOBILITY MODEL IN FLYING AD HOC NETWORK FOR REAL-TIME EMERGENCY APPLICATIONS	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107968
W4213228891	USPN	GIIS 2020 TOC	no	https://ieeexplore.ieee.org/ielx7/9248477/9248478/09248491.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.107972
W7123358231	USPN	Energy Efficiency Maximization for Aerial Intelligent Reflecting Surface-Assisted MISO Systems	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107977
W7138841619	USPN	Secure QoE-Aware UAV-Aided Rate-Splitting Multiple Access-Based Communications	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107982
W2081259837	UDCLV	Robot-assisted and Laparoscopic Repair of Ureteropelvic Junction Obstruction: A Systematic Review and Meta-analysis	no		SKIPPED	keep != yes	2026-03-29T13:46:10.107987
W3157127040	UDCLV	Robotic-assisted gait rehabilitation following stroke: a systematic review of current guidelines and practical clinical recommendations	no	https://hdl.handle.net/11568/1138168	SKIPPED	keep != yes	2026-03-29T13:46:10.107995
W2551526207	UDCLV	Mitochondria are Naturally Micro Robots - A review	no	http://thescipub.com/pdf/10.3844/ajeassp.2016.991.1002	SKIPPED	keep != yes	2026-03-29T13:46:10.108001
W2728624669	UDCLV	About Bell Helicopter FCX-001 Concept Aircraft-A Short Review	no	http://thescipub.com/pdf/10.3844/jastsp.2017.91.96	SKIPPED	keep != yes	2026-03-29T13:46:10.108006
W2767306434	UDCLV	Sustainable Energy for Aerospace Vessels	no	http://thescipub.com/pdf/10.3844/jastsp.2017.234.240	SKIPPED	keep != yes	2026-03-29T13:46:10.108012
W2915932616	UDCLV	Overview and Future Advanced Engineering Applications for Morphing Surfaces by Shape Memory Alloy Materials	no	https://www.mdpi.com/1996-1944/12/5/708/pdf?version=1551334602	SKIPPED	keep != yes	2026-03-29T13:46:10.108017
W2583708610	UDCLV	Wearable robotic exoskeleton for overground gait training in sub-acute and chronic hemiparetic stroke patients: preliminary results	no	http://hdl.handle.net/2434/702008	SKIPPED	keep != yes	2026-03-29T13:46:10.108023
W2117054049	UDCLV	Does robotic gait training improve balance in Parkinson's disease? A randomized controlled trial	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108031
W2766872543	UDCLV	The Modern Flight	no	http://thescipub.com/pdf/10.3844/jastsp.2017.224.233	SKIPPED	keep != yes	2026-03-29T13:46:10.108036
W3026658219	UDCLV	The Role of Personality Factors and Empathy in the Acceptance and Performance of a Social Robot for Psychometric Evaluations	no	https://doi.org/10.3390/robotics9020039	SKIPPED	keep != yes	2026-03-29T13:46:10.108041
W2766141655	UDCLV	Innovation in endocrine surgery: robotic versus laparoscopic adrenalectomy. Meta-analysis and systematic literature review	no	http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=22059&path%5B%5D=69899	SKIPPED	keep != yes	2026-03-29T13:46:10.108046
W2559513061	UDCLV	Future Medicine Services Robotics	no	http://thescipub.com/pdf/10.3844/ajeassp.2016.1062.1087	SKIPPED	keep != yes	2026-03-29T13:46:10.108053
W3123004846	UDCLV	Systematic review of guidelines to identify recommendations for upper limb robotic rehabilitation after stroke	no	https://hdl.handle.net/2158/1401134	SKIPPED	keep != yes	2026-03-29T13:46:10.108058
W2775451959	UDCLV	Direct Geometry and Cinematic to the MP-3R Systems	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.15.23	SKIPPED	keep != yes	2026-03-29T13:46:10.108063
W2620645378	UDCLV	Testing by Non-Destructive Control	no	http://thescipub.com/pdf/10.3844/ajeassp.2017.568.583	SKIPPED	keep != yes	2026-03-29T13:46:10.108068
W3165037781	UDCLV	State of the art and challenges for the classification of studies on electromechanical and robotic devices in neurorehabilitation: a scoping review	no	https://hdl.handle.net/11385/252459	SKIPPED	keep != yes	2026-03-29T13:46:10.108073
W2611954634	UDCLV	Inverse Kinematics at the Anthropomorphic Robots, by a Trigonometric Method	no	http://thescipub.com/pdf/10.3844/ajeassp.2017.394.411	SKIPPED	keep != yes	2026-03-29T13:46:10.108079
W2621453069	UDCLV	Dynamics of Mechanisms with Cams Illustrated in the Classical Distribution	no	http://thescipub.com/pdf/10.3844/ajeassp.2017.551.567	SKIPPED	keep != yes	2026-03-29T13:46:10.108088
W4391577198	UDCLV	Outcomes and Techniques of Robotic-Assisted Partial Nephrectomy (RAPN) for Renal Hilar Masses: A Comprehensive Systematic Review	no	https://www.mdpi.com/2072-6694/16/4/693/pdf?version=1707222979	SKIPPED	keep != yes	2026-03-29T13:46:10.108093
W3123095894	UDCLV	Analysis and Synthesis of Mechanisms with Bars and Gears Used in Robots and Manipulators	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.98.108	SKIPPED	keep != yes	2026-03-29T13:46:10.108100
W2777432867	UDCLV	Speeds and Accelerations in Direct Kinematics to the MP3R Systems	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.109.117	SKIPPED	keep != yes	2026-03-29T13:46:10.108106
W2884629542	UDCLV	Geometry and Determining the Positions of a Plan Transporter Manipulator	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.118.126	SKIPPED	keep != yes	2026-03-29T13:46:10.108111
W3128790402	UDCLV	What is the impact of robotic rehabilitation on balance and gait outcomes in people with multiple sclerosis? A systematic review of randomized control trials	no	https://hdl.handle.net/11385/252478	SKIPPED	keep != yes	2026-03-29T13:46:10.108116
W4313585674	UDCLV	Balance Rehabilitation through Robot-Assisted Gait Training in Post-Stroke Patients: A Systematic Review and Meta-Analysis	no	https://doi.org/10.3390/brainsci13010092	SKIPPED	keep != yes	2026-03-29T13:46:10.108122
W2005770762	UDCLV	Linear Repetitive Learning Controls for Robotic Manipulators by Padé Approximants	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108128
W2767701399	UDCLV	Forces of a 3R Robot	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.1.14	SKIPPED	keep != yes	2026-03-29T13:46:10.108136
W2783878493	UDCLV	Nasa Selects Concepts for a New Mission to Titan, the Moon of Saturn	no	http://thescipub.com/pdf/10.3844/jastsp.2018.40.52	SKIPPED	keep != yes	2026-03-29T13:46:10.108141
W2771167314	UDCLV	Geometry and Direct Kinematics to MP3R with 4×4 Operators	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.38.46	SKIPPED	keep != yes	2026-03-29T13:46:10.108146
W2777583634	UDCLV	Dynamic Elements at MP3R	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.24.37	SKIPPED	keep != yes	2026-03-29T13:46:10.108154
W2779088931	UDCLV	Serial, Anthropomorphic, Spatial, Mechatronic Systems can be Studied More Simply in a Plan	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.88.97	SKIPPED	keep != yes	2026-03-29T13:46:10.108158
W2792736914	UDCLV	Inverse Kinematics of a Stewart Platform	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.45.59	SKIPPED	keep != yes	2026-03-29T13:46:10.108175
W3092381853	UDCLV	“Don’t Get Distracted!”: The Role of Social Robots’ Interaction Style on Users’ Cognitive Performance, Acceptance, and Non-Compliant Behavior	no	https://link.springer.com/content/pdf/10.1007/s12369-020-00702-4.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108180
W3201375610	UDCLV	What does evidence tell us about the use of gait robotic devices in patients with multiple sclerosis? A comprehensive systematic review on functional outcomes and clinical recommendations	no	https://hdl.handle.net/11568/1138157	SKIPPED	keep != yes	2026-03-29T13:46:10.108188
W2781225876	UDCLV	The Inverse Kinematics of the Plane System 2-3 in a Mechatronic MP2R System, by a Trigonometric Method	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.75.87	SKIPPED	keep != yes	2026-03-29T13:46:10.108195
W2793675602	UDCLV	Kinematics of a Mechanism with a Triad	no	http://thescipub.com/pdf/10.3844/ajeassp.2018.297.308	SKIPPED	keep != yes	2026-03-29T13:46:10.108201
W3123562833	UDCLV	Synthesis of Optimal Trajectories with Functions Control at the Level of the Kinematic Drive Couplings	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.66.74	SKIPPED	keep != yes	2026-03-29T13:46:10.108205
W3086973999	UDCLV	Constructional design of echinoid endoskeleton: main structural components and their potential for biomimetic applications	no	https://iopscience.iop.org/article/10.1088/1748-3190/abb86b/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108211
W2790510663	UDCLV	The history of varicocele: from antiquity to the modern ERA	no	http://www.scielo.br/pdf/ibju/v44n3/1677-5538-ibju-44-03-0563.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108217
W3083942091	UDCLV	The MUSHA Hand II: A Multi-Functional Hand for Robot-Assisted Laparoscopic Surgery	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108226
W2787489995	UDCLV	Some Aspects of the Structure of Planar Mechanisms	no	http://thescipub.com/pdf/10.3844/ajeassp.2018.245.259	SKIPPED	keep != yes	2026-03-29T13:46:10.108230
W4380742154	UDCLV	Sustainability of Human-Robot cooperative configurations: Findings from a case study	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108235
W4224300809	UDCLV	Update of Robotic Surgery in Benign Gynecological Pathology: Systematic Review	no	https://www.mdpi.com/1648-9144/58/4/552/pdf?version=1650195289	SKIPPED	keep != yes	2026-03-29T13:46:10.108243
W2788252181	UDCLV	The Forces of a Simple Carrier Manipulator	no	http://thescipub.com/pdf/10.3844/ajeassp.2018.260.272	SKIPPED	keep != yes	2026-03-29T13:46:10.108248
W2953187907	UDCLV	A Tactile-Based Wire Manipulation System for Manufacturing Applications	no	https://www.mdpi.com/2218-6581/8/2/46/pdf?version=1560338699	SKIPPED	keep != yes	2026-03-29T13:46:10.108255
W4225533650	UDCLV	Upper Limb Robotic Rehabilitation for Patients with Cervical Spinal Cord Injury: A Comprehensive Review	no	https://www.mdpi.com/2076-3425/11/12/1630/pdf?version=1639665681	SKIPPED	keep != yes	2026-03-29T13:46:10.108261
W4311115759	UDCLV	Gait robot-assisted rehabilitation in persons with spinal cord injury: A scoping review	no	https://hdl.handle.net/11382/574678	SKIPPED	keep != yes	2026-03-29T13:46:10.108266
W4387459210	UDCLV	Robot-assisted Surgery in the Field of Urology: The Most Pioneering Approaches 2015–2023	no	https://www.dovepress.com/getfile.php?fileID=93365	SKIPPED	keep != yes	2026-03-29T13:46:10.108271
W4393163860	UDCLV	Non-Conventional Wing Structure Design with Lattice Infilled through Design for Additive Manufacturing	no	https://www.mdpi.com/1996-1944/17/7/1470/pdf?version=1711181531	SKIPPED	keep != yes	2026-03-29T13:46:10.108279
W2737781003	UDCLV	Control of linear and rotational slippage based on six-axis force/tactile sensor	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108285
W4280492445	UDCLV	Robot-assisted gait training in patients with Parkinson’s disease: Implications for clinical practice. A systematic review	no	https://hdl.handle.net/11382/574680	SKIPPED	keep != yes	2026-03-29T13:46:10.108290
W3002011424	UDCLV	Manipulation Planning and Control for Shelf Replenishment	no	https://arxiv.org/pdf/1912.11018	SKIPPED	keep != yes	2026-03-29T13:46:10.108296
W2987181454	UDCLV	Elders prefer female robots with a high degree of human likeness	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108300
W3151672553	UDCLV	Effects of robot-assisted gait training on postural instability in Parkinson's disease: a systematic review	no	https://www.minervamedica.it/en/journals/europa-medicophysica/article.php?cod=R33Y2021N03A0472	SKIPPED	keep != yes	2026-03-29T13:46:10.108305
W4232892608	UDCLV	Advanced Assistive Technologies for Elderly People: A Psychological Perspective on Seniors’ Needs and Preferences (part A)	no	https://doi.org/10.12700/aph.17.2.2020.2.10	SKIPPED	keep != yes	2026-03-29T13:46:10.108311
W4360986216	UDCLV	Mind Perception in HRI: Exploring Users’ Attribution of Mental and Emotional States to Robots with Different Behavioural Styles	no	https://link.springer.com/content/pdf/10.1007/s12369-023-00989-z.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108321
W3090862111	UDCLV	How Human Likeness, Gender and Ethnicity affect Elders’Acceptance of Assistive Robots	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108327
W3215862799	UDCLV	Robotic Pelvic Exenteration for Gynecologic Malignancies, Anatomic Landmarks, and Surgical Steps: A Systematic Review	no	https://www.frontiersin.org/articles/10.3389/fsurg.2021.790152/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108332
W3112954534	UDCLV	‘Not only faces’: specialized visual representation of human hands revealed by adaptation	no	https://doi.org/10.1098/rsos.200948	SKIPPED	keep != yes	2026-03-29T13:46:10.108338
W3047476671	UDCLV	Laparotomy vs. minimally invasive surgery for ovarian cancer recurrence: a systematic review	no	https://doi.org/10.21037/gs-20-353	SKIPPED	keep != yes	2026-03-29T13:46:10.108344
W3108453380	UDCLV	How Can the COVID-19 Pandemic Lead to Positive Changes in Urology Residency?	no	https://www.frontiersin.org/journals/surgery/articles/10.3389/fsurg.2020.563006/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108349
W4311392164	UDCLV	Effectiveness of robot-assisted arm therapy in stroke rehabilitation: An overview of systematic reviews	no	https://hdl.handle.net/11392/2500940	SKIPPED	keep != yes	2026-03-29T13:46:10.108354
W3009455635	UDCLV	How to report educational videos in robotic surgery: an international multidisciplinary consensus statement	no	https://link.springer.com/content/pdf/10.1007/s13304-020-00734-5.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108361
W2794395020	UDCLV	Dynamic Kinematics of the Plan Balanced Chain at the Planar Module 3R	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.35.44	SKIPPED	keep != yes	2026-03-29T13:46:10.108367
W2883536518	UDCLV	Switching from Flat to Spatial Motion to 3R Mechatronic Systems	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.14.22	SKIPPED	keep != yes	2026-03-29T13:46:10.108374
W3080124508	UDCLV	Human–Robot Interaction for Improving Fuselage Assembly Tasks: A Case Study	no	https://www.mdpi.com/2076-3417/10/17/5757/pdf?version=1598173573	SKIPPED	keep != yes	2026-03-29T13:46:10.108380
W3147149346	UDCLV	Can Robots Refill a Supermarket Shelf?: Motion Planning and Grasp Control	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108388
W4306167809	UDCLV	Cost-Effectiveness of Robotic vs. Laparoscopic Surgery for Different Surgical Procedures: Protocol for a Prospective, Multicentric Study (ROBOCOSTES)	no	https://doi.org/10.3389/fsurg.2022.866041	SKIPPED	keep != yes	2026-03-29T13:46:10.108396
W2566908500	UDCLV	Industrial implementation of a multi-task redundancy resolution at velocity level for highly redundant mobile manipulators	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108403
W2803328365	UDCLV	The Dynamics of the Planar Cinematic Balanced Chain at the Plan Module 3R	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.23.34	SKIPPED	keep != yes	2026-03-29T13:46:10.108411
W2067069201	UDCLV	Stability Analysis of a Hierarchical Architecture for Discrete-Time Sensor-Based Control of Robotic Systems	no	https://ieeexplore.ieee.org/ielx7/8860/6824878/06710135.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108416
W3121931734	UDCLV	Future Medicine Services Robotics	no	https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3074481	SKIPPED	keep != yes	2026-03-29T13:46:10.108437
W4391446937	UDCLV	Current Expectations and Opinions on Single-port Robotic Surgery: A Survey Among European Experts by the SPARC Collaborative Group	no	https://doi.org/10.1016/j.euros.2024.01.007	SKIPPED	keep != yes	2026-03-29T13:46:10.108442
W2766049029	UDCLV	A low-cost and flexible solution for one-shot cooperative robotic drilling of aeronautic stack materials	no	https://doi.org/10.1016/j.ifacol.2017.08.1013	SKIPPED	keep != yes	2026-03-29T13:46:10.108448
W4321372667	UDCLV	Robotic Single-Site Hysterectomy in Gynecologic Benign Pathology: A Systematic Review of the Literature	no	https://www.mdpi.com/1648-9144/59/2/411/pdf?version=1676941648	SKIPPED	keep != yes	2026-03-29T13:46:10.108456
W3027864230	UDCLV	Research for the Presence of Unmanned Aerial Vehicle inside Closed Environments with Acoustic Measurements	no	https://www.mdpi.com/2075-5309/10/5/96/pdf?version=1590229477	SKIPPED	keep != yes	2026-03-29T13:46:10.108462
W4200517063	UDCLV	Robot-Assisted Upper Limb Training for Patients with Multiple Sclerosis: An Evidence-Based Review of Clinical Applications and Effectiveness	no	https://www.mdpi.com/2076-3417/12/1/222/pdf?version=1640683291	SKIPPED	keep != yes	2026-03-29T13:46:10.108468
W4403300885	UDCLV	A Comprehensive Systematic Review on Functional Results, Speech and Swallowing Outcomes after Trans-Oral Robotic Surgery for Oropharyngeal Squamous Cell Cancer	no	https://www.mdpi.com/2077-0383/13/20/6039/pdf?version=1728555402	SKIPPED	keep != yes	2026-03-29T13:46:10.108477
W4406083123	UDCLV	Robot-assisted upper limb therapy for personalized rehabilitation in children with cerebral palsy: a systematic review	no	https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2024.1499249/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108483
W3087454648	UDCLV	Clinical implications of transversus abdominis plane block (TAP-block) for robot assisted laparoscopic radical prostatectomy: A single-institute analysis	no		SKIPPED	keep != yes	2026-03-29T13:46:10.108490
W4323666676	UDCLV	Do you like me? Behavioral and physical features for socially and emotionally engaging interactive systems	no	https://www.frontiersin.org/articles/10.3389/fcomp.2023.1138501/pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108498
W4386837752	UDCLV	Minimally Invasive Radical Nephroureterectomy: 5-Year Update of Techniques and Outcomes	no	https://www.mdpi.com/2072-6694/15/18/4585/pdf?version=1694773468	SKIPPED	keep != yes	2026-03-29T13:46:10.108503
W2619058020	UDCLV	Conceptual Design of a Small Hybrid Unmanned Aircraft System	no	http://downloads.hindawi.com/journals/jat/2017/9834247.pdf	SKIPPED	keep != yes	2026-03-29T13:46:10.108509
W4282980993	UDCLV	Prostate Cancer Diagnosis, Treatment and Outcomes in Patients with Previous or Synchronous Colorectal Cancer: A Systematic Review of Published Evidence	no	https://www.mdpi.com/2075-4418/12/6/1475/pdf?version=1655440910	SKIPPED	keep != yes	2026-03-29T13:46:10.108517
W4210944442	UDCLV	Robotic abdominal resection of tailgut cysts – A technical note with step‐by‐step description	no	https://doi.org/10.1111/codi.16088	SKIPPED	keep != yes	2026-03-29T13:46:10.108524
