university	name	paper_count	affiliation_status	affiliations	topics	paper_ids	paper_titles	paper_years
UDCLV	Leandro Donisi	3	confirmed	"University of Campania ""Luigi Vanvitelli""; Reykjavík University"	Acceleration; Accelerometer; Algorithm; Artificial intelligence; Cadence; Computer science; Engineering; Frequency domain; Gait; Inertial measurement unit; Machine learning; Metric (unit); Population; Receiver operating characteristic; Sagittal plane; Simulation; Step detection; Support vector machine; Time domain; Units of measurement; Wearable computer; Work (physics)	W4386929116; W4392595776; W4414345257	sEMG Spectral Analysis and Machine Learning Algorithms Are Able to Discriminate Biomechanical Risk Classes Associated with Manual Material Liftings; Capability of Machine Learning Algorithms to Classify Safe and Unsafe Postures during Weight Lifting Tasks Using Inertial Sensors; Validity of a Novel Algorithm to Compute Spatiotemporal Parameters Based on a Single IMU Placed on the Lumbar Region	2023; 2024; 2025
UDCLV	Fabrizio Esposito	3	confirmed	"University of Campania ""Luigi Vanvitelli"""	Acceleration; Accelerometer; Algorithm; Artificial intelligence; Cadence; Computer science; Engineering; Frequency domain; Gait; Inertial measurement unit; Machine learning; Metric (unit); Population; Receiver operating characteristic; Sagittal plane; Simulation; Step detection; Support vector machine; Time domain; Units of measurement; Wearable computer; Work (physics)	W4386929116; W4392595776; W4414345257	sEMG Spectral Analysis and Machine Learning Algorithms Are Able to Discriminate Biomechanical Risk Classes Associated with Manual Material Liftings; Capability of Machine Learning Algorithms to Classify Safe and Unsafe Postures during Weight Lifting Tasks Using Inertial Sensors; Validity of a Novel Algorithm to Compute Spatiotemporal Parameters Based on a Single IMU Placed on the Lumbar Region	2023; 2024; 2025
UDCLV	Luigi Piero Di Bonito	2	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Cognitive science; Computer science; Current (fluid); Domain (mathematical analysis); Engineering ethics; Industrial engineering; Machine learning; Management science; Operations research; Process (computing); Risk analysis (engineering)	W4404926118; W4385881824	eXplainable Artificial Intelligence in Process Engineering: Promises, Facts, and Current Limitations; Prediction Of Chemical Plants Operating Performances: A Machine Learning Approach	2024; 2023
UDCLV	Lelio Campanile	2	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Cognitive science; Computer science; Current (fluid); Domain (mathematical analysis); Engineering ethics; Industrial engineering; Machine learning; Management science; Operations research; Process (computing); Risk analysis (engineering)	W4404926118; W4385881824	eXplainable Artificial Intelligence in Process Engineering: Promises, Facts, and Current Limitations; Prediction Of Chemical Plants Operating Performances: A Machine Learning Approach	2024; 2023
UDCLV	Mauro Iacono	2	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Cognitive science; Computer science; Current (fluid); Domain (mathematical analysis); Engineering ethics; Industrial engineering; Machine learning; Management science; Operations research; Process (computing); Risk analysis (engineering)	W4404926118; W4385881824	eXplainable Artificial Intelligence in Process Engineering: Promises, Facts, and Current Limitations; Prediction Of Chemical Plants Operating Performances: A Machine Learning Approach	2024; 2023
UDCLV	Giusy Giugliano	2	confirmed	"University of Campania ""Luigi Vanvitelli""; Institute of Applied Science and Intelligent Systems; Institute of Intelligent Systems for Automation"	Artificial intelligence; Cell biology; Chemistry; Computational biology; Computer science; Computer vision; Contextual image classification; Cytometry; Deep learning; Feature (linguistics); Flow (mathematics); Flow cytometry; Focus (optics); Holography; Image processing; In silico; Pattern recognition (psychology); Staining	W7132822830; W4412674231	Impact of Image Representation on Deep Learning-Based Single-Cell Classification by Holographic Imaging Flow Cytometry; Holotomography-driven learning for in-silico staining of single cells in flow cytometry avoiding co-registration	2026; 2025
UDCLV	Elisabetta Maida	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Maddalena Sparaco	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Giuseppina Miele	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Floriana Bile	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Renato Docimo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Gianmarco Abbadessa	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Imperial College London"	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Francesca Trojsi	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Alvino Bisecco	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Simona Bonavita	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	Luigi Lavorgna	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Clinical psychology; Cross-sectional study; Empathy; Likert scale; Medicine; Neurology; Preference; Psychology	W4393851454	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	2024
UDCLV	S. Marrone	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Computer security; Data science; Trustworthiness	W4312553523	Towards Trustworthy Autonomous Systems: Taxonomies and Future Perspectives	2022
UDCLV	Alba Amato	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Health care; Knowledge management	W4410721481	SemFedXAI: A Semantic Framework for Explainable Federated Learning in Healthcare	2025
UDCLV	Dario Branco	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Health care; Knowledge management	W4410721481	SemFedXAI: A Semantic Framework for Explainable Federated Learning in Healthcare	2025
UDCLV	Francesca Grassi	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Deep learning; Health care; Informatics; Medical imaging; Medicine; Radiation oncology; Radiology; Workflow	W4412121010	<scp>AI</scp> Revolution in Radiology, Radiation Oncology and Nuclear Medicine: Transforming and Innovating the Radiological Sciences	2025
UDCLV	Roberto Grassi	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Action (physics); Artificial intelligence; Autonomy; Computer science; Legislation; Limiting; Professional responsibility; Psychology; Quality (philosophy); Trustworthiness	W3003161132	Artificial intelligence: Who is responsible for the diagnosis?	2020
UDCLV	Eugenia Barone	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Cognition; Functional magnetic resonance imaging; Neuroimaging; Neuroscience; Prefrontal cortex; Psychiatry; Psychology; Schizophrenia (object-oriented programming)	W4404756410	Decoding Schizophrenia: How AI-Enhanced fMRI Unlocks New Pathways for Precision Psychiatry	2024
UDCLV	Lorenzo Ugga	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Business; Carbon footprint; Environmental economics; Health care; Sustainability	W4409540874	Radiology AI and sustainability paradox: environmental, economic, and social dimensions	2025
UDCLV	Bahareh Farasati Far	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Iran University of Science and Technology"	Autonomy; Clinical Oncology; Informed consent; Internal medicine; Medicine; Oncology; Patient privacy; Precision medicine; Precision oncology; Psychology	W4386329022	Artificial intelligence ethics in precision oncology: balancing advancements in technology with patient privacy and autonomy	2023
UDCLV	Gianluca Mondillo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Convolutional neural network; Disease; Generalizability theory; Machine learning; Medicine; Personalization; Rheumatology; Transformative learning	W4403968920	Unveiling Artificial Intelligence’s Power: Precision, Personalization, and Progress in Rheumatology	2024
UDCLV	Simone Colosimo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Convolutional neural network; Disease; Generalizability theory; Machine learning; Medicine; Personalization; Rheumatology; Transformative learning	W4403968920	Unveiling Artificial Intelligence’s Power: Precision, Personalization, and Progress in Rheumatology	2024
UDCLV	Alessandra Perrotta	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Convolutional neural network; Disease; Generalizability theory; Machine learning; Medicine; Personalization; Rheumatology; Transformative learning	W4403968920	Unveiling Artificial Intelligence’s Power: Precision, Personalization, and Progress in Rheumatology	2024
UDCLV	Vittoria Frattolillo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Convolutional neural network; Disease; Generalizability theory; Machine learning; Medicine; Personalization; Rheumatology; Transformative learning	W4403968920	Unveiling Artificial Intelligence’s Power: Precision, Personalization, and Progress in Rheumatology	2024
UDCLV	Maria Francesca Gicchino	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Convolutional neural network; Disease; Generalizability theory; Machine learning; Medicine; Personalization; Rheumatology; Transformative learning	W4403968920	Unveiling Artificial Intelligence’s Power: Precision, Personalization, and Progress in Rheumatology	2024
UDCLV	Roberto Andini	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Centre Hospitalier Universitaire Amiens-Picardie"	Chest pain; Cohort; Emergency medicine; Internal medicine; Logistic regression; Medicine; Pulmonary embolism; Receiver operating characteristic	W4400687382	At-admission prediction of mortality and pulmonary embolism in an international cohort of hospitalised patients with COVID-19 using statistical and machine learning methods	2024
UDCLV	Arrigo Bertacchini	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science	W4391882038	SYNERGIES IN THE EVOLUTION OF ARTIFICIAL INTELLIGENCE AND FASHION	2024
UDCLV	Lidia Ammendola	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Electroencephalography; Identification (biology); Neuroscience; Pattern recognition (psychology); Stimulation; Transcranial magnetic stimulation	W4405755197	Identification of EEG Features of Transcranial Electrical Stimulation (tES) Based on eXplainable Artificial Intelligence (XAI)	2024
UDCLV	Maria Cropano	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Electroencephalography; Identification (biology); Neuroscience; Pattern recognition (psychology); Stimulation; Transcranial magnetic stimulation	W4405755197	Identification of EEG Features of Transcranial Electrical Stimulation (tES) Based on eXplainable Artificial Intelligence (XAI)	2024
UDCLV	Giacomo Lus	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Electroencephalography; Identification (biology); Neuroscience; Pattern recognition (psychology); Stimulation; Transcranial magnetic stimulation	W4405755197	Identification of EEG Features of Transcranial Electrical Stimulation (tES) Based on eXplainable Artificial Intelligence (XAI)	2024
UDCLV	Daniela Malangone	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Electroencephalography; Identification (biology); Neuroscience; Pattern recognition (psychology); Stimulation; Transcranial magnetic stimulation	W4405755197	Identification of EEG Features of Transcranial Electrical Stimulation (tES) Based on eXplainable Artificial Intelligence (XAI)	2024
UDCLV	Elisabetta Signoriello	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Electroencephalography; Identification (biology); Neuroscience; Pattern recognition (psychology); Stimulation; Transcranial magnetic stimulation	W4405755197	Identification of EEG Features of Transcranial Electrical Stimulation (tES) Based on eXplainable Artificial Intelligence (XAI)	2024
UDCLV	Vittorio Simeon	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Management science; Medicine; Perspective (graphical); Protocol (science)	W4392597761	Study Design and Research Protocol for diagnostic or prognostic studies in the Age of Artificial Intelligence: A Biostatistician’s Perspective	2024
UDCLV	Simona Signoriello	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Management science; Medicine; Perspective (graphical); Protocol (science)	W4392597761	Study Design and Research Protocol for diagnostic or prognostic studies in the Age of Artificial Intelligence: A Biostatistician’s Perspective	2024
UDCLV	Valerio Cipolloni	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Deep learning; Health care; Identification (biology); Machine learning; Medicine; Narrative review; Osteoporosis; Wearable computer	W7116930675	Artificial Intelligence and Machine Learning in the Diagnosis and Management of Osteoporosis: A Comprehensive Review	2025
UDCLV	Sonia Capece	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Human–computer interaction; Psychology	W4392772216	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	2024
UDCLV	Camelia Chivăran	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Human–computer interaction; Psychology	W4392772216	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	2024
UDCLV	Giovanna Giugliano	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Human–computer interaction; Psychology	W4392772216	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	2024
UDCLV	Elena Laudante	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Human–computer interaction; Psychology	W4392772216	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	2024
UDCLV	Maria Laura Nappi	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Human–computer interaction; Psychology	W4392772216	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	2024
UDCLV	Mario Buono	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Human–computer interaction; Psychology	W4392772216	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	2024
UDCLV	Ciro Emiliano Boschetti	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Computer science; Data science; Engineering ethics; Generative grammar; Narrative review; Resource (disambiguation)	W4404584922	Clinical, Research, and Educational Applications of ChatGPT in Dentistry: A Narrative Review	2024
UDCLV	Lorena Guerrini	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Reykjavík University"	Algorithm; Computer science; Frequency domain; Machine learning; Population; Receiver operating characteristic; Support vector machine; Time domain; Wearable computer; Work (physics)	W4386929116	sEMG Spectral Analysis and Machine Learning Algorithms Are Able to Discriminate Biomechanical Risk Classes Associated with Manual Material Liftings	2023
UDCLV	Andrea Fiorillo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Psychology; Publishing; Scientific publishing	W4412015577	AI in scientific writing and publishing: A call for critical engagement	2025
UDCLV	Gianluca Pellino	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Vall d'Hebron Hospital Universitari; Universitat Autònoma de Barcelona"	Family medicine; Medicine	W4206363158	Report from ‘ESCP 2021 Virtual’: the 16th Scientific and Annual Conference of the European Society of Coloproctology, 22–24 September 2021	2022
UDCLV	Giuseppe Minervini	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Saveetha University"	Dentistry; MEDLINE; Medicine; Psychology; Systematic review	W4405689247	EXAMINING THE IMPACT OF ARTIFICIAL INTELLIGENCE IN DENTISTRY: A COMPREHENSIVE SYSTEMATIC REVIEW	2024
UDCLV	Paola Spagnoli	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Human resource management; Human resources; Job satisfaction; Knowledge management; Mediation; Psychology; Structural equation modeling; Test (biology); Work (physics)	W7128302952	Making Artificial Intelligence Work at Work: The Role of Human Resource Practices and Personal Attitudes in Fostering Meaningful Work with Artificial Intelligence	2026
UDCLV	Maria Teresa Vietri	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Big data; Computer science; Data science; Heart transplantation; Medicine; Transplantation	W4378190329	Artificial intelligence, big data and heart transplantation: Actualities	2023
UDCLV	Claudio Napoli	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Big data; Computer science; Data science; Heart transplantation; Medicine; Transplantation	W4378190329	Artificial intelligence, big data and heart transplantation: Actualities	2023
UDCLV	Francesca Futura Bernardi	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Bridging (networking); Computer science; Documentation; Engineering ethics; Health care; Knowledge management; Medicine; Software deployment	W4405602662	Bridging the gap in AI integration: enhancing clinician education and establishing pharmaceutical-level regulation for ethical healthcare	2024
UDCLV	Ugo Trama	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Bridging (networking); Computer science; Documentation; Engineering ethics; Health care; Knowledge management; Medicine; Software deployment	W4405602662	Bridging the gap in AI integration: enhancing clinician education and establishing pharmaceutical-level regulation for ethical healthcare	2024
UDCLV	Ferdinando Toscano	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Call to action; Digital divide; Equity (law); Flexibility (engineering); Great Rift; Inequality; Mainstream; Public relations; Sociology; Work (physics)	W4415599004	The Dark Side of Remote Work: A Critical Review and a Call to Action to Address Remote Work Inequalities	2025
UDCLV	Polyzois Bountzis	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Information Technologies Institute; Centre for Research and Technology Hellas"	Anomaly detection; Artificial intelligence; Autoencoder; Computer science; Data mining; Deep learning; Intrusion detection system; Machine learning; Pattern recognition (psychology); Support vector machine	W4414773191	A deep one-class classifier for network anomaly detection using autoencoders and one-class support vector machines	2025
UDCLV	Alessandra Soriano	1	confirmed	"University of Campania ""Luigi Vanvitelli""; Azienda Ospedaliera Universitaria Università degli Studi della Campania Luigi Vanvitelli"	Cornerstone; Crohn's disease; Medicine; Transparency (behavior); Ulcerative colitis	W4413112246	Results of the Ninth Scientific Workshop of the European Crohn’s and Colitis Organisation (ECCO): Artificial intelligence in IBD surgery: opportunities and limitations	2025
UDCLV	Giuseppe Ritella	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Computer science; Data science; Management science; Psychology; Qualitative research	W4406423442	Artificial Intelligence to Enhance Qualitative Research: Methodological Reflections on a Pilot Study	2025
UDCLV	Fatemeh Taktaz	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Applications of artificial intelligence; Artificial intelligence; Computer science; Data science; Deep learning; Drug discovery; Interpretability; Machine learning; Mechanism (biology); Transparency (behavior)	W7119540272	Catalyzing Drug Discovery Using Artificial Intelligence With Traditional Medicine	2025
UDCLV	Luca Fiorillo	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Dr. D.Y. Patil Vidyapeeth, Pune; Dr D Y Patil Dental College & Hospital; University of Messina"	Computer science; Data science; Engineering ethics; Library science	W4398165020	Accelerating editorial processes in scientific journals: Leveraging AI for rapid manuscript review	2024
UDCLV	Salvatore Ponte	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Accelerometer; Arduino; Avionics; Computer science; Drone; Inertial measurement unit; Obstacle; Quadcopter; Sensor fusion; Unmanned ground vehicle	W3042868593	An Embedded Platform for Positioning and Obstacle Detection for Small Unmanned Aerial Vehicles	2020
UDCLV	Giuseppe Argenziano	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Cohort; Dermatoscopy; Internal medicine; Medicine; Melanoma; Metastasis; Oncology	W4400272378	Prediction of melanoma metastasis using dermatoscopy deep features: An international multicenter cohort study.	2024
UDCLV	Gianmarco Romano	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Algorithm; Bernoulli distribution; Bernoulli's principle; Binary number; Binary symmetric channel; Computer science; Estimator; Mathematics; Minimum-variance unbiased estimator; Monte Carlo method	W2949571888	Minimum-Variance Importance-Sampling Bernoulli Estimator for Fast Simulation of Linear Block Codes over Binary Symmetric Channels	2013
UDCLV	Domenico Ciuonzo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Algorithm; Bernoulli distribution; Bernoulli's principle; Binary number; Binary symmetric channel; Computer science; Estimator; Mathematics; Minimum-variance unbiased estimator; Monte Carlo method	W2949571888	Minimum-Variance Importance-Sampling Bernoulli Estimator for Fast Simulation of Linear Block Codes over Binary Symmetric Channels	2013
UDCLV	Celestino Sardu	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Artificial intelligence; Binary classification; Cross-validation; Feature extraction; Feature selection; Logistic regression; Pattern recognition (psychology); Stepwise regression; Support vector machine; Univariate	W4200176105	CT Angiography-Based Radiomics as a Tool for Carotid Plaque Characterization and Surgery Patient Selection: A Pilot Study	2021
UDCLV	Michela Schiavo	1	unconfirmed	"University of Campania ""Luigi Vanvitelli""; Institute of Applied Science and Intelligent Systems; Federico II University Hospital; Telethon Institute Of Genetics And Medicine; University of Naples Federico II"	Artificial intelligence; Cell biology; Chemistry; Computational biology; Computer science; Cytometry; Flow (mathematics); Flow cytometry; In silico; Staining	W4412674231	Holotomography-driven learning for in-silico staining of single cells in flow cytometry avoiding co-registration	2025
UDCLV	Federico Maria Mongardini	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Colorectal cancer; Discriminative model; Hepatology; Internal medicine; Medicine; Metastasis; Multicenter study; Oncology; Retrospective cohort study; Risk stratification	W4416297556	Machine learning-based prediction model for omental metastasis in right-sided colon cancer patients: a retrospective multicenter study	2025
UDCLV	Ludovico Docimo	1	confirmed	"University of Campania ""Luigi Vanvitelli"""	Colorectal cancer; Discriminative model; Hepatology; Internal medicine; Medicine; Metastasis; Multicenter study; Oncology; Retrospective cohort study; Risk stratification	W4416297556	Machine learning-based prediction model for omental metastasis in right-sided colon cancer patients: a retrospective multicenter study	2025
UMA	Rubén González Vallejo	6	confirmed	Universidad de Málaga	Analytics; Business; Cognitive science; Computer science; Corporate governance; Curriculum; Curriculum development; Curriculum framework; Data science; Employee engagement; Engineering; Engineering ethics; Epistemology; Grading (engineering); Human resource management; Human-in-the-loop; Internet privacy; Knowledge management; Mathematics education; Medical education; Mooring; Narrative; Narrative inquiry; Point (geometry); Political science; Professional development; Psychology; Social responsibility; Sociology; Transformative learning	W4409162436; W4407775051; W4413191734; W7128909101; W4412415050; W4412589942	Ethical and Privacy Considerations in AI-Driven Language Learning; Factors Influencing AI-Assisted Thesis Writing in University: A Pull-Push-Mooring Theory Narrative Inquiry Study; Human-in-the-Loop Models for Ethical AI Grading: Combining AI Speed with Human Ethical Oversight; Assessing the Role of AI Integration in Competence-Based Curriculum Development and Effective Implementation Strategies in Junior Secondary Schools in Kilifi County; AI-Driven HR Analytics: Transforming Talent Management and Employee Engagement; Thinking about artificial intelligence from an ethical, critical and socially committed point of view	2025; 2025; 2025; 2026; 2025; 2025
UMA	Luis-Alfonso Maldonado-Canca	3	confirmed	Universidad de Málaga	Artificial intelligence; Business; Computer science; Executive summary; Industrial organization; Knowledge management; Marketing; Marketing management; Process management; Production (economics); Social enterprise; Social media	W4404547652; W4406906895; W4406204824	Beyond the post: an SLR of enterprise artificial intelligence in social media; AI in Marketing Management: Executive Perspectives from Companies; AI in Companies' Production Processes	2024; 2024; 2025
UMA	Ana María Casado Molina	3	confirmed	Universidad de Málaga	Artificial intelligence; Business; Computer science; Executive summary; Industrial organization; Knowledge management; Marketing; Marketing management; Process management; Production (economics); Social enterprise; Social media	W4404547652; W4406906895; W4406204824	Beyond the post: an SLR of enterprise artificial intelligence in social media; AI in Marketing Management: Executive Perspectives from Companies; AI in Companies' Production Processes	2024; 2024; 2025
UMA	Juan-Pedro Cabrera-Sánchez	3	confirmed	Universidad de Málaga	Artificial intelligence; Business; Computer science; Executive summary; Industrial organization; Knowledge management; Marketing; Marketing management; Process management; Production (economics); Social enterprise; Social media	W4404547652; W4406906895; W4406204824	Beyond the post: an SLR of enterprise artificial intelligence in social media; AI in Marketing Management: Executive Perspectives from Companies; AI in Companies' Production Processes	2024; 2024; 2025
UMA	Andrés Ortíz	3	confirmed	Universidad de Málaga; Instituto Andaluz de Ciencias de la Tierra	Artificial intelligence; Classifier (UML); Cognition; Computer science; Discriminative model; Dynamics (music); Dyslexia; Electroencephalography; Feature (linguistics); Machine learning; Neuroimaging; Parametric statistics; Pattern recognition (psychology); Principal component analysis; Probabilistic classification; Probabilistic logic; Projection (relational algebra); Region of interest; Reliability (semiconductor); Speech recognition; Statistical parametric mapping; Support vector machine; Voxel	W4400260010; W4312718379; W1982623426	Unraveling Brain Synchronisation Dynamics by Explainable Neural Networks using EEG Signals: Application to Dyslexia Diagnosis; Probabilistic Combination of Non-Linear Eigenprojections For Ensemble Classification; Automatic ROI Selection in Structural Brain MRI Using SOM 3D Projection	2024; 2022; 2014
UMA	Ricardo Gómez‐Huelgas	3	confirmed	Universidad de Málaga; Instituto de Investigación Biomédica de Málaga	2019-20 coronavirus outbreak; Artificial intelligence; Cohort; Computer science; Coronavirus disease 2019 (COVID-19); Disease; Emergency medicine; Generalizability theory; Intensive care medicine; Machine learning; Medicine; Outcome (game theory); Pandemic; Retrospective cohort study; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Triage	W4280539865; W3200726814; W4293233531	Development and evaluation of a machine learning-based in-hospital COVID-19 disease outcome predictor (CODOP): A multicontinental retrospective study; Development and evaluation of a machine learning-based in-hospital COvid-19 Disease Outcome Predictor (CODOP): a multicontinental retrospective study; Author response: Development and evaluation of a machine learning-based in-hospital COVID-19 disease outcome predictor (CODOP): A multicontinental retrospective study	2022; 2021; 2022
UMA	E. Casilari	3	confirmed	Universidad de Málaga	Accelerometer; Activities of daily living; Activity recognition; Artificial intelligence; Binary classification; Class (philosophy); Computer science; Context (archaeology); Gyroscope; Hyperparameter; Inertial measurement unit; Machine learning; Popularity; Random forest; Smartwatch; Wearable computer	W4400572295; W3217657661; W3195445035	UMAHand: A dataset of inertial signals of typical hand activities; A study on the impact of the users’ characteristics on the performance of wearable fall detection systems; A Study of One-Class Classification Algorithms for Wearable Fall Sensors	2024; 2021; 2021
UMA	Guillermo Bermúdez‐González	2	confirmed	Universidad de Málaga	Artificial intelligence; Business; Computer science; Industrial organization; Knowledge management; Process management; Production (economics); Social enterprise; Social media	W4404547652; W4406204824	Beyond the post: an SLR of enterprise artificial intelligence in social media; AI in Companies' Production Processes	2024; 2025
UMA	José García-Nieto	2	confirmed	Universidad de Málaga; Instituto de Investigación Biomédica de Málaga; Software (Spain); Biomedical Research Institute	Algorithm; Artificial intelligence; Computer science; Data science; Deep learning; Genetic algorithm; Health care; Human–computer interaction	W4404561936; W4285612782	Model-agnostic local explanation: Multi-objective genetic algorithm explainer; Human Activity Recognition From Sensorised Patient's Data in Healthcare: A Streaming Deep Learning-Based Approach.	2024; 2022
