keep,university,openalex_id,doi,title,authors,affiliations,publication_year,cited_by_count,is_open_access,pdf_url,source,language,abstract
yes,UMA,W4405415075,https://doi.org/10.5194/acp-24-13865-2024,CCN estimations at a high-altitude remote site: role of organic aerosol variability and hygroscopicity,Fernando Rejano; Andrea Casans; Marta Via; Juan Andrés Casquero-Vera; Sonia Castillo; H. Lyamani; Alberto Cazorla; Elisabeth Andrews; Daniel Pérez‐Ramírez; Andrés Alástuey; Francisco J. Gómez‐Moreno; Lucas Alados‐Arboledas; F.J. Olmo; Gloria Titos,"Universidad de Málaga; Cooperative Institute for Research in Environmental Sciences; Universidad de Granada; Instituto Andaluz de Ciencias de la Tierra; Junta de Andalucía; University of Colorado Boulder; Institute of Environmental Assessment and Water Research; National Oceanic and Atmospheric Administration; Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",2024,6,True,https://acp.copernicus.org/articles/24/13865/2024/acp-24-13865-2024.pdf,Atmospheric chemistry and physics,en,"Abstract. High-altitude remote sites are unique places to study aerosol–cloud interactions, since they are located at the altitude where clouds may form. At these remote sites, organic aerosols (OAs) are the main constituents of the overall aerosol population, playing a crucial role in defining aerosol hygroscopicity (κ). To estimate the cloud condensation nuclei (CCN) budget at OA-dominated sites, it is crucial to accurately characterize OA hygroscopicity (κOA) and how its temporal variability affects the CCN activity of the aerosol population, since κOA is not well established due to the complex nature of ambient OA. In this study, we performed CCN closures at a high-altitude remote site during summer to investigate the role of κOA in predicting CCN concentrations under different atmospheric conditions. In addition, we performed an OA source apportionment using positive matrix factorization (PMF). Three OA factors were identified from the PMF analysis: hydrocarbon-like OA (HOA), less-oxidized oxygenated OA (LO-OOA), and more-oxidized oxygenated OA (MO-OOA), with average contributions of 5 %, 36 %, and 59 % of the total OA, respectively. This result highlights the predominance of secondary organic aerosol (SOA) with a high degree of oxidation at this high-altitude site. To understand the impact of each OA factor on the overall OA hygroscopicity, we defined three κOA schemes that assume different hygroscopicity values for each OA factor. Our results show that the different κOA schemes lead to similar CCN closure results between observations and predictions (slope and correlation ranging between 1.08–1.40 and 0.89–0.94, respectively). However, the predictions were not equally accurate across the day. During the night, CCN predictions underestimated observations by 6 %–16 %, while, during morning and midday hours, when the aerosol was influenced by vertical transport of particles and/or new particle formation events, CCN concentrations were overestimated by 0 %–20 %. To further evaluate the role of κOA in CCN predictions, we established a new OA scheme that uses the OA oxidation level (parameterized by the f44 factor) to calculate κOA and predict CCN. This method also shows a large bias, especially during midday hours (up to 40 %), indicating that diurnal information about the oxygenation degree does not improve CCN predictions. Finally, we used a neural network model with four inputs to predict CCN: N80 (number concentration of particles with diameter &gt; 80 nm), OA fraction, f44, and solar global irradiance. This model matched the observations better than the previous approaches, with a bias within ± 10 % and with no daily variation, reproducing the CCN variability throughout the day. Therefore, neural network models seem to be an appropriate tool to estimate CCN concentrations using ancillary parameters accordingly."
yes,UMA,W3158235473,https://doi.org/10.3390/app11094151,Using Formal Grammars as Musical Genome,David Daniel Albarracín-Molina; Alfredo Raglio; Francisco Rivas‐Ruiz; Francisco J. Vico,Universidad de Málaga; Agencia Sanitaria Costa del Sol; Hospital Costa del Sol; Istituti Clinici Scientifici Maugeri,2021,6,True,https://doi.org/10.3390/app11094151,Applied Sciences,en,"In this paper, we explore a generative music method that can compose atonal and tonal music in different styles. One of the main differences between regular engineering problems and artistic expressions is that goals and constraints are usually ill-defined in the latter case; in fact the rules here could or should be transgressed more regularly. For this reason, our approach does not use a pre-existing dataset to imitate or extract rules from. Instead, it uses formal grammars as a representation method than can retain just the basic features, common to any form of music (e.g., the appearance of rhythmic patterns, the evolution of tone or dynamics during the composition, etc.). Exploring different musical spaces is the responsibility of a program interface that translates musical specifications into the fitness function of a genetic algorithm. This function guides the evolution of those basic features enabling the emergence of novel content. In this study, we then assess the outcome of a particular music specification (guitar ballad) in a controlled real-world setup. As a result, the generated music can be considered similar to human-composed music from a perceptual perspective. This endorses our approach to tackle arts algorithmically, as it is able to produce novel content that complies with human expectations."
yes,UMA,W4412103210,https://doi.org/10.1093/bib/bbaf320,Advancing edge-based clustering and graph embedding for biological network analysis: a case study in RASopathies,Federico García-Criado; Pedro Seoane; Elena Rojano; Juan A. G. Ranea; James R. Perkins,Instituto de Salud Carlos III; Universidad de Málaga; Andalusian Centre for Nanomedicine and Biotechnology; Centre for Biomedical Network Research on Rare Diseases,2025,3,True,https://academic.oup.com/bib/article-pdf/26/4/bbaf320/63679127/bbaf320.pdf,Briefings in Bioinformatics,en,"Understanding and predicting biological processes from protein-protein interaction (PPI) networks requires accurate and efficient representations of their structure. However, many existing methods fail to capture the complex, overlapping modular structure of biological systems. To address this, we propose a network embedding strategy that improves both biological interpretability and predictive power. By transforming networks into a low-dimensional space while preserving key topological properties, embedding enables the discovery of novel functional relationships. Pre-clustering a network before embedding enhances representation quality, i.e. the ability to preserve meaningful structural and functional properties in the embedding space. However, traditional non-overlapping clustering methods can introduce bias by ignoring the overlapping nature of biological communities. We overcome this limitation by integrating the Hierarchical Link Clustering (HLC) algorithm into an embedding workflow tailored for large, weighted, undirected networks. First, we introduce two optimized HLC implementations for Python and R, both outperforming existing methods in clustering accuracy and scalability. Then, by restricting random walks to HLC-defined communities, we improve the representation of biological pathways, as shown using Reactome on the human PPI network. We also apply our full cluster embedding workflow to analyze RASopathies, a group of interrelated disorders with a diverse range of phenotypes, caused by mutations in genes from the RAS/MAPK pathway. This approach was used not only to represent known pathways, but also to identify potential novel gene candidates associated with RASopathies, including Noonan and Costello syndrome. HLC implementations are available in the CDLIB library (https://github.com/GiulioRossetti/cdlib), and at https://github.com/jimrperkins/linkcomm for Python and R, respectively."
yes,UMA,W4384024297,https://doi.org/10.1145/3583131.3590426,Semi-Supervised Learning with Coevolutionary Generative Adversarial Networks,Jamal Toutouh; Subhash Nalluru; Erik Hemberg; Una-May O’Reilly,Universidad de Málaga; Massachusetts Institute of Technology,2023,3,True,https://dl.acm.org/doi/pdf/10.1145/3583131.3590426,Proceedings of the Genetic and Evolutionary Computation Conference,en,"It can be expensive to label images for classification. Good classifiers or high-quality images can be trained on unlabeled data with Generative Adversarial Network (GAN) methods. We use coevolutionary algorithms with Semi-Supervised GANs (SSL-GANs) that work with a few labeled and some more unlabeled images to train both a good classifier and a high-quality image generator. A spatial coevolutionary algorithm introduces diversity into the GAN training. We use a two-dimensional grid of GANs to gain discriminator loss diversity with a distributed cell-level coevolutionary algorithm. The GAN components are exchanged between neighboring cells based on performance and population-based hyperparameter tuning. The approach is demonstrated on two separate benchmark datasets, and with only a few labels, we simultaneously achieve good classification accuracy and high generated image quality score. In addition, the generated image quality and classification accuracy are competitive to state-of-the-art methods."
yes,UMA,W4413406176,https://doi.org/10.1016/j.indic.2025.100864,Propagating uncertainty in urban tree trait measurements to estimate socioeconomic inequities in ecosystem service accessibility: A machine learning and simulation framework,Jaime Pereña Ortiz; Ángel Enrique Salvo Tierra; Pablo Cozano‐Pérez; Ángel Ruiz‐Valero,Universidad de Málaga,2025,2,True,https://doi.org/10.1016/j.indic.2025.100864,Environmental and Sustainability Indicators,en,"Achieving Sustainable Development Goal 11 requires addressing inequities in access to ecosystem services provided by urban trees to ensure a fair distribution of environmental benefits across socioeconomic groups. Ecosystem services estimates based on urban forest inventories often face challenges related to missing data or traits recorded in numerical ranges. Measurement-level uncertainty, if unaccounted for, can lead to overly optimistic estimates and limit their utility for urban planning. This study presents a methodological framework for propagating uncertainty in ecosystem services estimation with i-Tree. The approach integrates machine learning models to impute missing data and employs copulas and Monte Carlo simulations to assess the impact of trait uncertainty on provision. These simulations are further incorporated into Bayesian Hierarchical Models to evaluate how trait uncertainty influences estimates of inequities in ecosystem services accessibility across socioeconomic groups at the census tract level. Results indicate substantial uncertainty in tree-level estimates, which decreases with increasing spatial scale due to the central limit theorem. Model findings reveal inequities in benefits accessibility across social groups, even after accounting for census tract tree density, unobserved covariates and spatial autocorrelation via random effects, and tree trait uncertainty. Higher-income areas with greater income inequality and lower proportions of minority ethnic populations tend to have greater access to ecosystem services. This study provides a replicable methodology applicable to urban tree inventories with similar data limitations and offers urban planners an analytical tool for designing targeted tree-planting strategies that promote equitable ecosystem services provision distribution and foster healthier, more resilient urban communities. • A framework for propagating uncertainty in missing data and tree trait ranges is proposed. • High uncertainty in ES provision is observed at tree and grid scales. • Uncertainty decreases at the census tract scale due to the central limit theorem. • Bayesian Hierarchical Model estimate inequities in accessibility to ES • Socioeconomic disparities limit ES access, affecting marginalized groups."
yes,UMA,W4417296029,https://doi.org/10.1016/j.compbiolchem.2025.108827,Multi-objective consensus optimization for gene regulatory networks inference: A preference-based approach,Adrián Segura-Ortiz; Antonio J. Nebro; José García-Nieto; José F. Aldana‐Montes,Universidad de Málaga,2025,0,True,https://doi.org/10.1016/j.compbiolchem.2025.108827,Computational Biology and Chemistry,en,"Gene regulatory networks (GRNs) model key gene interactions, enabling the understanding of essential biological processes and their relationship with diseases. Inferring GRNs from expression data is fundamental in computational biology. However, existing methods exhibit limitations like domain biases and a lack of biological knowledge integration that affect their performance in in-vivo experimentation, particularly when several conflicting objectives are considered. To address these challenges, we propose a new approach that adopts a preference-guide selection mechanism aimed at helping the partitioner direct the search towards regions of high biological relevance by defining reference points in the objective space. This mechanism is integrated into MO-GENECI, a multi-objective evolutionary algorithm designed to optimize consensus between multiple machine learning techniques through biologically relevant objectives. Driven by research questions, the proposed approach is evaluated on 43 GRNs from benchmarks like DREAM3 and DREAM4, and real-world databases such as TFLink, using AUROC and AUPR metrics. The results demonstrate that the generated consensus networks obtained by using the preference selection outperform the original algorithm in quality and accuracy and reduce computational effort, especially in large networks. PBEvoGen achieved mean AUROC and AUPR values of 0.67 and 0.23 across 43 benchmark networks, improving the already state-of-the-art MO-GENECI by 1.2% and 4.3%, respectively. This combination of expert knowledge and evolutionary algorithms offers a robust, efficient methodology for GRN inference. The source code is hosted in a public repository at GitHub under MIT license: https://github.com/AdrianSeguraOrtiz/PBEvoGen. Moreover, to facilitate its installation and use, the software associated with this implementation has been encapsulated in a Python package available at PyPI: https://pypi.org/project/geneci/2.5.1."
yes,UMA,W3087457249,https://doi.org/10.3390/e22091056,Financial Performance Analysis in European Football Clubs,David Alaminos; Ignacio Esteban; Manuel Á. Fernández-Gámez,Universidad de Málaga; Comillas Pontifical University,2020,34,True,https://www.mdpi.com/1099-4300/22/9/1056/pdf,Entropy,en,"The financial performance of football clubs has become an essential element to ensure the solvency and viability of the club over time. For this, both the theory and the practical and regulatory evidence show the need to study financial factors, as well as sports and corporate factors to analyze the possible flow of income and for good management of the club's accounts, respectively. Through these factors, the present study analyzes the financial performance of European football clubs using neural networks as a methodology, where the popular multilayer perceptron and the novel quantum neural network are applied. The results show the financial performance of the club is determined by liquidity, leverage, and sporting performance. Additionally, the quantum network as the most accurate variant. These conclusions can be useful for football clubs and interest groups, as well as for regulatory bodies that try to make the best recommendations and conditions for the football industry."
yes,UMA,W3195445035,https://doi.org/10.3390/bios11080284,A Study of One-Class Classification Algorithms for Wearable Fall Sensors,Jose A.Santoyo-Ramón; E. Casilari; José Manuel Bermúdez Cano,Universidad de Málaga,2021,13,True,https://www.mdpi.com/2079-6374/11/8/284/pdf,Biosensors,en,"In recent years, the popularity of wearable devices has fostered the investigation of automatic fall detection systems based on the analysis of the signals captured by transportable inertial sensors. Due to the complexity and variety of human movements, the detection algorithms that offer the best performance when discriminating falls from conventional Activities of Daily Living (ADLs) are those built on machine learning and deep learning mechanisms. In this regard, supervised machine learning binary classification methods have been massively employed by the related literature. However, the learning phase of these algorithms requires mobility patterns caused by falls, which are very difficult to obtain in realistic application scenarios. An interesting alternative is offered by One-Class Classifiers (OCCs), which can be exclusively trained and configured with movement traces of a single type (ADLs). In this paper, a systematic study of the performance of various typical OCCs (for diverse sets of input features and hyperparameters) is performed when applied to nine public repositories of falls and ADLs. The results show the potentials of these classifiers, which are capable of achieving performance metrics very similar to those of supervised algorithms (with values for the specificity and the sensitivity higher than 95%). However, the study warns of the need to have a wide variety of types of ADLs when training OCCs, since activities with a high degree of mobility can significantly increase the frequency of false alarms (ADLs identified as falls) if not considered in the data subsets used for training."
yes,UMA,W4411421718,https://doi.org/10.3390/s25123805,Adaptive Model Predictive Control for 4WD-4WS Mobile Robot: A Multivariate Gaussian Mixture Model-Ant Colony Optimization for Robust Trajectory Tracking and Obstacle Avoidance,Hayat Ait dahmad; Hassan Ayad; Alfonso García-Cerezo; Hajar Mousannif,Universidad de Málaga; Cadi Ayyad University,2025,4,True,https://www.mdpi.com/1424-8220/25/12/3805/pdf?version=1750239359,Sensors,en,"Trajectory tracking is a crucial task for autonomous mobile robots, requiring smooth and safe execution in dynamic environments. This study uses a nonlinear model predictive controller (MPC) to ensure accurate trajectory tracking of a four-wheel drive, four-wheel steer (4WD-4WS) mobile robot. However, the MPC's performance depends on the optimal tuning of its key parameters, a challenge addressed using the Multivariate Gaussian Mixture Model Continuous Ant Colony Optimization (MGMM-ACOR) algorithm. This method improves on the classic ACOR algorithm by overcoming two major limitations: the lack of consideration for interdependencies between optimized variables, and an inadequate balance between global exploration and local exploitation. The proposed approach is validated by a two-phase evaluation. Firstly, benchmark function evaluations demonstrate its superiority over established optimization algorithms, including ACO, ACOR, and PSO and its variants, in terms of convergence speed and solution accuracy. Secondly, MGMM-ACOR is integrated into the MPC framework and tested in various scenarios, including trajectory tracking with circular and eight trajectories and dynamic obstacle avoidance during trajectory tracking. The results, evaluated based on trajectory error, control effort, and computational latency, confirm the robustness of the proposed method. In particular, the explicit modeling of correlations between variables in MGMM-ACOR guarantees stable, collision-free trajectory tracking, outperforming conventional ACOR-based approaches that optimize variables independently."
yes,KK,W4411160104,https://doi.org/10.17770/etr2025vol5.8505,BUSINESS ACTIONS POSING THREAT TO NATIONAL SECURITY,Violeta Vasiliauskienė; Anželika Banevičienė; Vykintas Stumbrys,Kaunas kolegija Higher Education Institution,2025,0,True,https://journals.ru.lv/index.php/ETR/article/download/8505/6952,Environment Technology Resources Proceedings of the International Scientific and Practical Conference,en,"This paper explores how business activities can pose risks to national security, with a focus on Lithuania and the European Union. It analyzes how illicit practices, foreign ownership, and technological vulnerabilities contribute to threats in areas such as economic security, cybersecurity, and political influence. The research uses a qualitative approach, reviewing legal frameworks, national strategies, and real-world cases, including the revocation of UAB Foxpay’s license and companies with ties to Russia and Belarus. These cases show how business links to authoritarian regimes, when left unchecked, can compromise critical infrastructure and sensitive data, or influence political decision-making. Technological advancements, such as artificial intelligence, digital finance, and global supply chains, increase vulnerabilities. Cases like Huawei and Kaspersky Lab illustrate the persistent risks of espionage, while supply chain attacks show how cyber threats can spread through business networks. The misuse of technology and lack of internal controls in some companies further exacerbate these risks. At the EU level, strategies such as the Security Union Strategy, the Digital Services Act, and the Chips Act aim to strengthen resilience, protect critical sectors, and regulate foreign influence. National measures, including Lithuania’s investment screening and cybersecurity policies, complement these efforts by safeguarding strategic infrastructure and enhancing oversight. The study concludes that protecting national security in a digital and globalized economy requires a collaborative approach. Strong legal regulation must be combined with responsible business conduct. Security begins with knowing your partners and addressing indirect ties that may present risks. Ongoing legal development and consistent enforcement are essential to prevent business-related threats and maintain national stability."
yes,KK,W4391676703,https://doi.org/10.15637/jlecon.2294,"Beyond interaction: Generative AI in conversational marketing - foundations, developments, and future directions",Khalil Israfilzade; Nuraddin Sadili,ADA University; Kauno kolegija Higher Education Institution,2024,16,True,https://journals.gen.tr/index.php/jlecon/article/download/2294/1543,Journal of Life Economics,en,"This paper explores the integration of Generative Artificial Intelligence (AI) in conversational marketing, transitioning from traditional marketing to interactive, customer-centric strategies. It examines the shift from one-way communication to dynamic, AI-driven interactions that personalize customer experiences. Central to this study is how Generative AI facilitates real-time, tailored dialogues between brands and customers, enhancing customer engagement and satisfaction. The paper also addresses the challenges and ethical considerations of using anthropomorphic AI in marketing, balancing human-like AI traits with user expectations. Additionally, it presents a novel framework that conceptualizes the combination of Generative AI and anthropomorphism in conversational marketing into four distinct quadrants, providing a comprehensive analysis of their potential interplay. Conclusively, it offers strategic insights for leveraging AI in marketing while adhering to ethical practices, highlighting the potential of Generative AI to transform customer engagement in the digital age. This research has two important consequences. Practically, it offers valuable insights and strategic recommendations for businesses aiming to integrate Generative AI into their conversational marketing practices effectively. Theoretically, it contributes to the academic discourse by highlighting the transformative role of Generative AI in marketing, suggesting avenues for future research in this rapidly evolving field. This study provides a brief overview of the evolving role of AI in modern marketing strategies, emphasizing the future potential and implications of AI-driven conversational marketing."
yes,KK,W4413181039,https://doi.org/10.55549/epess.906,"The Role of Generative Artificial Intelligence in E-Commerce: Trends, Challenges and Opportunities",Khalil Israfilzade,Kauno kolegija Higher Education Institution,2025,2,True,https://www.epess.net/index.php/epess/article/download/906/929,The Eurasia Proceedings of Educational and Social Sciences,en,"Generative Artificial Intelligence (Generative AI) is becoming more widely recognised as a transformative technology that is reshaping the e-commerce landscape. This paper thoroughly examines Generative AI's role in e-commerce, including its historical evolution, core differentiators from traditional AI, emerging applications, implementation challenges, and future research directions. Generative AI allows for the creation of dynamic, context-relevant content, such as personalised product descriptions and targeted advertisements, as well as sophisticated visual and conversational experiences. E-commerce retailers are achieving unprecedented levels of personalisation and customer engagement using techniques such as generative adversarial networks (GANs) and multimodal transformer models. However, significant adoption barriers persist, including ethical concerns, legal complexities, consumer trust issues, resource constraints, and technological limitations. Addressing these issues necessitates transparency, strong governance, secure data practices, and scalable technology infrastructure. Finally, this paper identifies promising research directions, focussing on model explainability, reinforcement learning integration, privacy-preserving frameworks, and immersive technologies (AR, VR, metaverse). By synthesising existing scholarly literature, this review provides strategic insights for future research as well as practical implications, allowing academics and industry practitioners to effectively leverage Generative AI to foster innovation and competitive advantage in digital retail."
yes,KK,W4411641989,https://doi.org/10.53615/2232-5697.14.221-235,Modern Slavery in the Gig Economy: Analysing the Exploitation of Gig and Freelance Workers through AI-Driven Communication Strategies and Automated Surveillance,Ioseb Gabelaia; Ramunė Bagočiūnaitė; Viktorija Navickienė,"Kaunas kolegija Higher Education Institution; RISEBA University of Business, Arts and Technology",2025,0,True,https://toknowpress.net/submission/index.php/ijmkl/article/view/203/136,International Journal of Management Knowledge and Learning,en,"Purpose: In modern corporate slavery, especially in Gig and freelance there is a significant gap concerning the critical analysis of AI-driven communication technologies and automated surveillance instruments in continued exploitation. This article aims to explore how modern communication and AI technologies contribute to modern slavery within the gig economy by focusing on understanding the mechanisms through which AI-driven communication systems and automated surveillance techniques impact the autonomy, earnings, and rights of gig and freelance workers. Study design/methodology/approach: Through qualitative research, this article responds to how AI-driven communication and automated surveillance practices aggravate or mitigate the exploitation of gig and freelance workers. The authors interviewed twenty-two gig and freelance workers and six managers who employed gig and freelance employees. Moreover, Foucault's Theory of Surveillance (Panopticism), Labour Process Theory (LPT), and Technological Mediation Theory (TMT) helped to understand the crossroad between technological control, economic exploitation, and moderated communication. Findings: The results demonstrated that AI-powered communication systems improve efficiency and task distribution. However, they concurrently create power imbalances. Besides, this encourages continuous monitoring and algorithmic control, which creates employee dissatisfaction and marginalization. Originality/value: This research reinforces the discourse on labor practices within the digital economy by emphasizing the convergence of AI and modern slavery. On the other hand, it offers organizations insights into ethical AI usage for transparent communication practices in corporate slavery."
yes,KK,W7131878786,https://doi.org/10.4018/979-8-3373-7534-2.ch010,Experiential Metaverse Marketing,Animesh Kumar Sharma; Rahul Sharma; Lina Kankevičienė,Lovely Professional University; Kauno kolegija Higher Education Institution,2026,0,False,,Advances in computational intelligence and robotics book series,,"The metaverse's rise as a digitally immersive environment has created new marketing and customer interaction opportunities, where AI-powered customisation and emotional intelligence are essential. The emotional metaverse and enterprise AI systems are examined in this chapter, emphasizing how companies may use sentiment analysis, affective computing, and AI-powered avatars to provide emotionally compelling customer experiences. It looks at how AI hallucinations erroneous interpretations or outputs produced by AI systems that can affect consumer targeting, interaction tactics, and marketing choices, possibly eroding credibility and confidence. The chapter offers a strategy for handling these concerns by incorporating ethical AI governance, human-in-the-loop validation, and real-time emotional analytics into business metaverse systems. This study also adds body of literature along with the practical implications for practitioners."
yes,KK,W4397032894,https://doi.org/10.53615/2232-5697.13.71-80,"Exploring the Intersections of Artificial Intelligence, Organizational Behavior, and Communication Dynamics in the Modern Workplace",Ioseb Gabelaia; Ramunė Bagočiūnaitė; Viktorija Navickienė,Kauno kolegija Higher Education Institution,2024,5,True,https://toknowpress.net/submission/index.php/ijmkl/article/view/150/94,International Journal of Management Knowledge and Learning,en,"Purpose: While organisations struggle to improve efficiency and productivity, the interaction between AI, organisational behaviour, and communication dynamics tends to be complex in the rapidly evolving modern workplace. Moreover, understanding the implications of this intersection is necessary to encourage a balanced and effective workplace. Hence, employing AI technologies in organisational structures introduces challenges such as workforce adaptation, psychological impact, and communication patterns. This research explored how AI influences organisational behaviour and communication dynamics in the modern workplace. Study design/methodology/approach: This study used a mixed method to explore organisational behaviour and communication dynamics across diverse industries comprehensively. This questionnaire aimed to gather respondents’ experiences, focusing on organisational behaviour and communication dynamics. Furthermore, in-depth interviews were conducted with key stakeholders (n = 13) to obtain additional insights into goodness and trustworthiness. These interviews offered more depth and richness, providing insights into organisational settings. This mixed methodology ensured a complex understanding of the research problem, leveraging quantitative and qualitative data to enhance the analysis. Findings: The research findings revealed the pathways to how AI influences organisational behaviour and communication dynamics. Initial analysis of survey data and interviews offered insights into employee perceptions, identifying potential challenges and opportunities. One major trait emerging from data analysis is employees’ unstable levels of apprehension and enthusiasm regarding AI integration. While many view it as a mechanism for efficiency, productivity, and innovation, others indicate distress about job shifts and loss of autonomy. Understanding and adopting these opposing insights are fundamental for encouraging a positive organisational ecosystem for AI readiness and adoption. Originality/value: By examining the impact of AI on employees’ attitudes, collaboration, and communication patterns, this research contributes viable insights for organisations navigating the integration of AI into their structures."
yes,KK,W4410293916,https://doi.org/10.2139/ssrn.5248649,National Policy and Legislative Framework for AI Governance in Law Enforcement Agencies and Criminal Justice System of Pakistan,M. Fazail Basharat; Nouman Sajid; Syed Manzoor Hussain Shah; Syed Ghafoor Abbas Kazmi,Kaunas kolegija Higher Education Institution,2025,0,True,https://doi.org/10.2139/ssrn.5248649,SSRN Electronic Journal,en,
yes,KK,W4410858606,https://doi.org/10.3390/su17115006,Artificial Intelligence Technologies as Smart Solutions for Sustainable Protected Areas Management,Ahmet Atalay; Dalia Perkumienė; Larbi Safaa; Mindaugas Škėma; Marius Aleinikovas,Kaunas kolegija Higher Education Institution; Lithuanian Research Centre for Agriculture and Forestry; Ardahan University; Alytus College,2025,6,True,https://www.mdpi.com/2071-1050/17/11/5006/pdf?version=1748523126,Sustainability,en,"Artificial intelligence (AI) is becoming not only an auxiliary tool, but also one of the main factors helping to shape natural resource management models. The application of artificial intelligence in protected areas allows for a transition to more sustainable management of protected areas. By applying artificial intelligence technologies, it is possible not only to respond to changes or violations that have already occurred but also to more effectively predict potential threats, form long-term protection strategies, and make rational decisions based on accurate and timely data analysis. This study aims to determine the possibilities and importance of applying artificial intelligence technologies to the sustainable management of protected areas. The sample group of this study consists of a total of 135 experts from Turkey, Lithuania, and Morocco (45 from each country). The sample includes professionals with expertise in the relevant field, namely lawyers (9), academics (9), managers of protected areas (9), government officials responsible for protected areas (9), and representatives of non-governmental organizations (9). This study employed qualitative research methods, within which a case study design was adopted. For the analysis of the findings, thematic analysis and content analysis techniques were utilized to ensure a comprehensive and in-depth interpretation of the data. Analysis of the results of this study showed that integrating AI into the management of protected areas increases management efficiency and helps create long-term strategies, but successful application depends on cooperation between technology developers, scientists, and environmental specialists. Also, AI applications are expected to be a critical part of the process of environmental sustainability and fighting climate change."
yes,KK,W4411935258,https://doi.org/10.33607/elt.v1i25.1627,Improving the company’s communication strategy with retailers,Samanta Postažauskaitė; Regina Andriukaitienė,Kaunas kolegija Higher Education Institution; Lithuanian Sports University,2025,0,True,https://journals.lsu.lt/laisvalaikio-tyrimai/article/download/1627/1155,Laisvalaikio tyrimai,en,"Relevance and novelty of the article. Businesses face an increasingly competitive marketplace every day, and smooth and strong communication with business partners ensures success and stable relationships. Türkeș et al. (2024) argue that trust, cooperation, and communication strengthen relational ties, and the relative embeddedness of social capital is a key factor. In the retail sector, large retail chains are among the most important in the supply chain, they are the link between the production company and the consumer, which means that retail chains determine which products reach the audiences and the volumes in which the products are sold. Communication strategy in trade. According to Sparacino et al. (2024), communication is the means through which a company communicates its objectives and achievements through initiatives. In addition, supermarket chains are strengthening the range of products they offer to the end consumer, they want to present professional and attractive looking products on the shelves of their supermarkets, thus they pay a lot of attention to communicating and maintaining good relationships with the suppliers of the products. This reason may determine the quality of the company’s communication strategy with the retail chains, due to the company’s ability to build strong and long-lasting relationships with its customers. Lacombe et al. (2024) state that communication is a key factor in establishing and maintaining meaningful social relationships. Successful communication with a supplier can lead to greater market positioning and visibility, while retail chains are assured of their partner’s credibility. Karlsson et al. (2023) emphasise that the organisation should strategically manage its supply chain, and embody the behavioural norms required within the organisation. Thus, favourable conditions are guaranteed for both sides. Siemieniako et al. (2025) stress that when it comes to the co-creation of value, the focus is not only on the value of the customer or the supplier, but also on the overall value. On the other hand, inappropriate communication methods can lead to misunderstandings that can challenge or even disrupt transactions, supply chain processes and long-standing partnerships between parties. According to Yadav et al. (2024), failure to strategically adapt different orientations can lead to reputational risks. Communication strategies must adapt to the dynamic business environment and evolving consumer demands. Based on Caferra et al. (2025), employees are not only responsible for serving consumers and making them feel comfortable, but also for solving their problems or doubts related to the company. Therefore, analysing and improving a company’s communication strategy with supermarkets is one of the most relevant topics for long-term partnerships and competitive excellence in the market. According to Troiville (2024), consumer attitudes towards the retailer and word-of-mouth communication individually and consistently mediate the relationship between the retailer’s brand equity and consumer loyalty to the retailer. Research problem. Despite the importance of supermarkets as a decisive point for business development, most companies do not have a specific approach to improving their corporate communication strategy with supermarkets. In Wiktor and Sanak-Kosmowska’s (2021) point of view, competitive strategy is based on the optimal allocation of resources, which allows to gain and maintain a dominant position in the sector. In many cases, companies do not have a clear plan to ensure consistent and effective communication with their business partners, to provide them with stable and consistent communication, and to ensure a mutually smooth coordination of objectives. According to Lundin and Kindström (2023), B2B (business-to-business) companies face new challenges in controlling, managing and creating valuable customer experiences, especially when they rely on digital technologies. This can lead to misunderstandings, delays in business transactions, and highlight the importance of a company’s reputational status in a competitive environment. Poor development of the communication strategy with the large retailers can lead to negative factors towards common objectives, as the retailers may lack clear information, consistency, and strategic knowledge from the company. As Serravalle and Pantano (2023) argue, companies should review the message they send to better communicate the importance they place on consumers and the care they give to both consumers and retail staff. In other words, unprofessional communication between a company and retailers can lead to significant losses, such as not expanding in the business marketplace, deteriorating reputation with other potential business partners, and reducing opportunities for cooperation. The aim of the research was to identify opportunities for improving the company’s communication strategy with retailers, by identifying the main difficulties in cooperation and determining measures to create a more effective communication between business entities. Results. The study revealed that the company’s communication strategy with retail chains is underdeveloped. Various communication channels are used, ranging from emails to face-to-face meetings. Informants identified problems on both the company’s and retail chains’ sides – lack of time, insufficient knowledge, communication often being tactless or informal, and ineffective management of information overload, which reduces efficiency. Proposed solutions include focusing on customer needs, strengthening internal communication, organising live meetings, and adopting more modern communication platforms. It is recommended that the company develop a comprehensive, tailored communication strategy focused on clear objectives and effective interaction with retail networks. It is advisable to implement customer relationship management (CRM) systems and utilise artificial intelligence to improve customer service, automate processes, and increase productivity. Ongoing communication training should be organised, and a new department or roles should be established to engage, train, and motivate employees, ensuring consistent and professional communication both internally and externally. Keywords: communication, trade networks, strategy, B2B (business-to-business), company."
